row_label_raw,row_label_full,col_0,Mức độ rủi ro tín dụng tối đa,Mức độ rủi ro tín dụng tối đa_1,numeric__Mức độ rủi ro tín dụng tối đa,numeric__Mức độ rủi ro tín dụng tối đa_1
,,,31.12.2018Triệu VND,31.12.2017Triệu VND,,
Rủi ro tín dụng liên quan đến các tài sản nội bằng:,Rủi ro tín dụng liên quan đến các tài sản nội bằng:,Rủi ro tín dụng liên quan đến các tài sản nội bằng:,Rủi ro tín dụng liên quan đến các tài sản nội bằng:,Rủi ro tín dụng liên quan đến các tài sản nội bằng:,,
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,10.683.536,8.314.574,10683536.0,8314574.0
Tiền gửi và cho vay các TCTD khác,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,18.910.168,9.095.488,18910168.0,9095488.0
Chứng khoán kinh doanh - chứng khoán nợ,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Chứng khoán kinh doanh - chứng khoán nợ,Chứng khoán kinh doanh - chứng khoán nợ,899.577,1.036.829,899577.0,1036829.0
Cho vay khách hàng,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Cho vay khách hàng,Cho vay khách hàng,230.527.220,198.513.394,230527220.0,198513394.0
"Chứng khoán đầu tư, trong đó:","Chứng khoán đầu tư, trong đó:","Chứng khoán đầu tư, trong đó:","Chứng khoán đầu tư, trong đó:","Chứng khoán đầu tư, trong đó:",,
- Chứng khoán nợ - đầu tư sẵn sàng để bán,"Chứng khoán đầu tư, trong đó: > - Chứng khoán nợ - đầu tư sẵn sàng để bán",- Chứng khoán nợ - đầu tư sẵn sàng để bán,7.493.482,7.261.983,7493482.0,7261983.0
- Chứng khoán nợ - đầu tư giữ đến ngày đáo hạn,"Chứng khoán đầu tư, trong đó: > - Chứng khoán nợ - đầu tư giữ đến ngày đáo hạn",- Chứng khoán nợ - đầu tư giữ đến ngày đáo hạn,45.635.016,45.151.482,45635016.0,45151482.0
Các tài sản tài chính khác,"Chứng khoán đầu tư, trong đó: > Các tài sản tài chính khác",Các tài sản tài chính khác,7.343.743,8.219.026,7343743.0,8219026.0
,,,321.492.742,277.592.776,321492742.0,277592776.0
Rủi ro tín dụng liên quan đến các tài khoản ngoại bằng:,Rủi ro tín dụng liên quan đến các tài khoản ngoại bằng:,Rủi ro tín dụng liên quan đến các tài khoản ngoại bằng:,Rủi ro tín dụng liên quan đến các tài khoản ngoại bằng:,Rủi ro tín dụng liên quan đến các tài khoản ngoại bằng:,,
Các cam kết tín dụng,Rủi ro tín dụng liên quan đến các tài khoản ngoại bằng: > Các cam kết tín dụng,Các cam kết tín dụng,9.392.780,10.316.910,9392780.0,10316910.0
