row_label_raw,row_label_full,col_0,Dự phòng chungTriệu VND,Dự phòng cụ thểTriệu VND,Dự phòng rủi ro cho vay giao dịch ký quỹTriệu VND,Tổng cộngTriệu VND,numeric__Dự phòng chungTriệu VND,numeric__Dự phòng cụ thểTriệu VND,numeric__Dự phòng rủi ro cho vay giao dịch ký quỹTriệu VND,numeric__Tổng cộngTriệu VND
Số dư tại ngày 1 tháng 1 năm 2017,Số dư tại ngày 1 tháng 1 năm 2017,Số dư tại ngày 1 tháng 1 năm 2017,1.214.704,580.112,1.979,1.796.795,1214704.0,580112.0,1979.0,1796795.0
Trích lập trong năm (Thuyết minh 32),Trích lập trong năm (Thuyết minh 32),Trích lập trong năm (Thuyết minh 32),221.864,1.338.756,86.028,1.646.648,221864.0,1338756.0,86028.0,1646648.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,-,(1.598.805),-,(1.598.805),,-1598805.0,,-1598805.0
Số dư tại ngày 31 tháng 12 năm 2017,Số dư tại ngày 31 tháng 12 năm 2017,Số dư tại ngày 31 tháng 12 năm 2017,1.436.568,320.063,88.007,1.844.638,1436568.0,320063.0,88007.0,1844638.0
Trích lập trong năm (Thuyết minh 32),Trích lập trong năm (Thuyết minh 32),Trích lập trong năm (Thuyết minh 32),255.465,664.361,17.879,937.705,255465.0,664361.0,17879.0,937705.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,-,(238.171),-,(238.171),,-238171.0,,-238171.0
Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,1.692.033,746.253,105.886,2.544.172,1692033.0,746253.0,105886.0,2544172.0
