row_label_raw,row_label_full,Tiền gửi dự trữ bắt buộc trên số dự bình quân tháng trước,31.12.2018%,31.12.2017%,numeric__31.12.2018%,numeric__31.12.2017%
Tiền gửi khách hàng:,Tiền gửi khách hàng:,Tiền gửi khách hàng:,,,,
- Tiền gửi bằng ngoại tệ có thời hạn dưới 12 tháng,Tiền gửi khách hàng: > - Tiền gửi bằng ngoại tệ có thời hạn dưới 12 tháng,- Tiền gửi bằng ngoại tệ có thời hạn dưới 12 tháng,"8,00","8,00",8.0,8.0
- Tiền gửi bằng ngoại tệ có thời hạn từ 12 tháng trở lên,Tiền gửi khách hàng: > - Tiền gửi bằng ngoại tệ có thời hạn từ 12 tháng trở lên,- Tiền gửi bằng ngoại tệ có thời hạn từ 12 tháng trở lên,"6,00","6,00",6.0,6.0
- Tiền gửi bằng VND có thời hạn dưới 12 tháng,Tiền gửi khách hàng: > - Tiền gửi bằng VND có thời hạn dưới 12 tháng,- Tiền gửi bằng VND có thời hạn dưới 12 tháng,"3,00","3,00",3.0,3.0
- Tiền gửi bằng VND có thời hạn từ 12 tháng trở lên,Tiền gửi khách hàng: > - Tiền gửi bằng VND có thời hạn từ 12 tháng trở lên,- Tiền gửi bằng VND có thời hạn từ 12 tháng trở lên,"1,00","1,00",1.0,1.0
Tiền gửi của tổ chức tín dụng nước ngoài:,Tiền gửi của tổ chức tín dụng nước ngoài:,Tiền gửi của tổ chức tín dụng nước ngoài:,,,,
- Tiền gửi bằng ngoại tệ,Tiền gửi của tổ chức tín dụng nước ngoài: > - Tiền gửi bằng ngoại tệ,- Tiền gửi bằng ngoại tệ,"1,00","1,00",1.0,1.0
