row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2018Triệu VND,Tại ngày > 31.12.2017Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2018Triệu VND,numeric__Tại ngày > 31.12.2017Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",4,6.129.169,4.851.710,,4.0,6129169.0,4851710.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,10.683.536,8.314.574,,5.0,10683536.0,8314574.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,18.769.776,8.941.727,,6.0,18769776.0,8941727.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,6.1,12.983.626,5.932.369,,61.0,12983626.0,5932369.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,6.1,5.926.542,3.163.119,,61.0,5926542.0,3163119.0
3,A > 3,3,Dự phòng rủi ro,6.3,(140.392),(153.761),,63.0,-140392.0,-153761.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,1.177.972,1.236.555,,7.0,1177972.0,1236555.0
1,A > 1,1,Chứng khoán kinh doanh,,1.339.157,1.239.991,,,1339157.0,1239991.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(161.185),(3.436),,,-161185.0,-3436.0
VI,A > VI,VI,Cho vay khách hàng,,227.983.048,196.668.756,,,227983048.0,196668756.0
1,A > 1,1,Cho vay khách hàng,8,230.527.220,198.513.394,,8.0,230527220.0,198513394.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,8.7,(2.544.172),(1.844.638),,87.0,-2544172.0,-1844638.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,9,53.380.061,52.718.405,,9.0,53380061.0,52718405.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,9.1,8.201.643,8.007.491,,91.0,8201643.0,8007491.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,9.1,45.635.016,45.151.482,,91.0,45635016.0,45151482.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,9.3,(456.598),(440.568),,93.0,-456598.0,-440568.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",10,155.975,190.042,,10.0,155975.0,190042.0
2,A > 2,2,Vốn góp liên doanh,10.2,933,1.280,,102.0,933.0,1280.0
3,A > 3,3,Đầu tư vào công ty liên kết,10.2,465,388,,102.0,465.0,388.0
4,A > 4,4,Đầu tư dài hạn khác,10.3,159.927,193.927,,103.0,159927.0,193927.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,10.4,(5.350),(5.553),,104.0,-5350.0,-5553.0
X,A > X,X,Tài sản cố định,11,3.233.388,3.007.618,,11.0,3233388.0,3007618.0
1,A > 1,1,Tài sản cố định hữu hình,11(a),2.640.643,2.474.830,,,2640643.0,2474830.0
a,A > a,a,Nguyên giá tài sản cố định,,4.414.779,4.048.359,,,4414779.0,4048359.0
b,A > b,b,Hao mòn tài sản cố định,,(1.774.136),(1.573.529),,,-1774136.0,-1573529.0
3,A > 3,3,Tài sản cố định vô hình,11(b),592.745,532.788,,,592745.0,532788.0
a,A > a,a,Nguyên giá tài sản cố định,,894.744,790.433,,,894744.0,790433.0
b,A > b,b,Hao mòn tài sản cố định,,(301.999),(257.645),,,-301999.0,-257645.0
XI,A > XI,XI,Bất động sản đầu tư,12,247.454,256.132,,12.0,247454.0,256132.0
a,A > a,a,Nguyên giá bất động sản đầu tư,,249.749,257.855,,,249749.0,257855.0
b,A > b,b,Hao mòn bất động sản đầu tư,,(2.295),(1.723),,,-2295.0,-1723.0
XII,A > XII,XII,Tài sản Có khác,13,7.572.862,8.130.604,,13.0,7572862.0,8130604.0
1,A > 1,1,Các khoản phải thu,13.1,4.393.501,5.326.279,,131.0,4393501.0,5326279.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,3.456.607,3.567.819,,,3456607.0,3567819.0
3,A > 3,3,Tài sản thuê thu nhập doanh nghiệp hoãn lại,13.4,65.503,17.603,,134.0,65503.0,17603.0
4,A > 4,4,Tài sản Có khác,13.2,982.213,690.994,,132.0,982213.0,690994.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,13.3,(1.324.962),(1.472.091),,133.0,-1324962.0,-1472091.0
,,,TỔNG TÀI SẢN,,329.333.241,284.316.123,,,329333241.0,284316123.0
