row_label_raw,row_label_full,col_0,31.12.2018Triệu VND,31.12.2017Triệu VND,numeric__31.12.2018Triệu VND,numeric__31.12.2017Triệu VND
Thương mại,Thương mại,Thương mại,45.966.062,38.967.133,45966062.0,38967133.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",871.076,881.926,871076.0,881926.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,23.647.933,24.233.388,23647933.0,24233388.0
Xây dựng,Xây dựng,Xây dựng,10.910.523,8.516.388,10910523.0,8516388.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,4.555.122,3.455.588,4555122.0,3455588.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",2.718.254,2.592.809,2718254.0,2592809.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,545.873,374.516,545873.0,374516.0
Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,3.534.541,4.077.591,3534541.0,4077591.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,2.702.848,2.506.603,2702848.0,2506603.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,12.147,25.046,12147.0,25046.0
Các ngành nghề khác và cho vay cá nhân,Các ngành nghề khác và cho vay cá nhân,Các ngành nghề khác và cho vay cá nhân,135.062.841,112.882.406,135062841.0,112882406.0
,,,230.527.220,198.513.394,230527220.0,198513394.0
