row_label_raw,row_label_full,col_0,31.12.2018Triệu VND,31.12.2017Triệu VND,numeric__31.12.2018Triệu VND,numeric__31.12.2017Triệu VND
"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng",,
Bắt động sản,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Bắt động sản",Bắt động sản,400.442.719,317.223.763,400442719.0,317223763.0
Hàng tồn kho,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Hàng tồn kho",Hàng tồn kho,1.397.749,2.117.118,1397749.0,2117118.0
"Máy móc, thiết bị","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Máy móc, thiết bị","Máy móc, thiết bị",6.268.822,5.729.059,6268822.0,5729059.0
Giấy tờ có giá,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Giấy tờ có giá",Giấy tờ có giá,22.988.994,24.017.335,22988994.0,24017335.0
Trong đó:- Giấy tờ có giá do doanh nghiệp phát hành,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Trong đó:- Giấy tờ có giá do doanh nghiệp phát hành",Trong đó:- Giấy tờ có giá do doanh nghiệp phát hành,22.988.994,24.017.335,22988994.0,24017335.0
Tài sản khác,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Tài sản khác",Tài sản khác,16.258.466,16.058.463,16258466.0,16058463.0
,,,447.356.750,365.145.738,447356750.0,365145738.0
"Tài sản, GTCG thế chấp, cầm cố và chiết khấu, tái chiết khấu của các TCTD khác","Tài sản, GTCG thế chấp, cầm cố và chiết khấu, tái chiết khấu của các TCTD khác","Tài sản, GTCG thế chấp, cầm cố và chiết khấu, tái chiết khấu của các TCTD khác","Tài sản, GTCG thế chấp, cầm cố và chiết khấu, tái chiết khấu của các TCTD khác","Tài sản, GTCG thế chấp, cầm cố và chiết khấu, tái chiết khấu của các TCTD khác",,
Bắt động sản,"Tài sản, GTCG thế chấp, cầm cố và chiết khấu, tái chiết khấu của các TCTD khác > Bắt động sản",Bắt động sản,519.216,492.479,519216.0,492479.0
Giấy tờ có giá,"Tài sản, GTCG thế chấp, cầm cố và chiết khấu, tái chiết khấu của các TCTD khác > Giấy tờ có giá",Giấy tờ có giá,5.932.000,3.263.119,5932000.0,3263119.0
Tài sản khác,"Tài sản, GTCG thế chấp, cầm cố và chiết khấu, tái chiết khấu của các TCTD khác > Tài sản khác",Tài sản khác,6.230.100,1.000.000,6230100.0,1000000.0
,,,12.681.316,4.755.598,12681316.0,4755598.0
"Tổng tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu","Tài sản, GTCG thế chấp, cầm cố và chiết khấu, tái chiết khấu của các TCTD khác > Tổng tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu","Tổng tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu, tái chiết khấu",460.038.066,369.901.336,460038066.0,369901336.0
