row_label_raw,row_label_full,col_0,VND,USD,Vàng,EUR,JPY,AUD,CAD,Đơn vị: Triệu VND,Đơn vị: Triệu VND_1,numeric__VND,numeric__USD,numeric__Vàng,numeric__EUR,numeric__JPY,numeric__AUD,numeric__CAD,numeric__Đơn vị: Triệu VND,numeric__Đơn vị: Triệu VND_1
,,,VND,USD,Vàng,EUR,JPY,AUD,CAD,Khác,Tổng cộng,,,,,,,,,
Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",4.547.217,1.422.799,103.731,7.486,30.519,10.373,4.444,2.600,6.129.169,4547217.0,1422799.0,103731.0,7486.0,30519.0,10373.0,4444.0,2600.0,6129169.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,9.911.283,772.253,-,-,-,-,-,-,10.683.536,9911283.0,772253.0,,,,,,,10683536.0
Tiền gửi tại và cho vay các TCTD khác (i),Tài sản > Tiền gửi tại và cho vay các TCTD khác (i),Tiền gửi tại và cho vay các TCTD khác (i),11.533.732,5.260.952,-,130.290,1.912.850,34.034,10.313,27.997,18.910.168,11533732.0,5260952.0,,130290.0,1912850.0,34034.0,10313.0,27997.0,18910168.0
Chứng khoán kinh doanh (i),Tài sản > Chứng khoán kinh doanh (i),Chứng khoán kinh doanh (i),1.339.157,-,-,-,-,-,-,-,1.339.157,1339157.0,,,,,,,,1339157.0
Cho vay khách hàng (i),Tài sản > Cho vay khách hàng (i),Cho vay khách hàng (i),223.150.196,7.237.220,139.026,778,-,-,-,-,230.527.220,223150196.0,7237220.0,139026.0,778.0,,,,,230527220.0
Chứng khoán đầu tư (i),Tài sản > Chứng khoán đầu tư (i),Chứng khoán đầu tư (i),53.836.659,-,-,-,-,-,-,-,53.836.659,53836659.0,,,,,,,,53836659.0
"Gớp vốn, đầu tư dài hạn (i)","Tài sản > Gớp vốn, đầu tư dài hạn (i)","Gớp vốn, đầu tư dài hạn (i)",161.325,-,-,-,-,-,-,-,161.325,161325.0,,,,,,,,161325.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,3.233.388,-,-,-,-,-,-,-,3.233.388,3233388.0,,,,,,,,3233388.0
Bắt động sản đầu tư,Tài sản > Bắt động sản đầu tư,Bắt động sản đầu tư,247.454,-,-,-,-,-,-,-,247.454,247454.0,,,,,,,,247454.0
Tài sản Có khác (i),Tài sản > Tài sản Có khác (i),Tài sản Có khác (i),8.520.426,374.475,2.863,1,13,-,9,37,8.897.824,8520426.0,374475.0,2863.0,1.0,13.0,,9.0,37.0,8897824.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,316.480.837,15.067.699,245.620,138.555,1.943.382,44.407,14.766,30.634,333.965.900,316480837.0,15067699.0,245620.0,138555.0,1943382.0,44407.0,14766.0,30634.0,333965900.0
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,3.074.100,-,-,-,-,-,-,-,3.074.100,3074100.0,,,,,,,,3074100.0
Tiền gửi và vay các TCTD khác,Nợ phải trả và vốn chủ sở hữu > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,14.820.899,5.897.483,-,-,-,-,-,-,20.718.382,14820899.0,5897483.0,,,,,,,20718382.0
Tiền gửi của khách hàng,Nợ phải trả và vốn chủ sở hữu > Tiền gửi của khách hàng,Tiền gửi của khách hàng,259.969.391,9.679.672,-,117.981,170.525,41.518,5.188,14.228,269.998.503,259969391.0,9679672.0,,117981.0,170525.0,41518.0,5188.0,14228.0,269998503.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả và vốn chủ sở hữu > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(2.477.749),756.979,-,-,1.755.558,-,3.410,-,38.198,-2477749.0,756979.0,,,1755558.0,,3410.0,,38198.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả và vốn chủ sở hữu > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",130.890,-,-,-,29.203,-,-,-,160.093,130890.0,,,,29203.0,,,,160093.0
Phát hành giấy tờ có giá,Nợ phải trả và vốn chủ sở hữu > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,8.290.918,-,-,-,-,-,-,-,8.290.918,8290918.0,,,,,,,,8290918.0
Các khoản nợ khác,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ khác,Các khoản nợ khác,5.668.534,323.090,-,17.476,6.497,3.451,6.168,9.932,6.035.148,5668534.0,323090.0,,17476.0,6497.0,3451.0,6168.0,9932.0,6035148.0
Vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Vốn chủ sở hữu,Vốn chủ sở hữu,21.017.899,-,-,-,-,-,-,-,21.017.899,21017899.0,,,,,,,,21017899.0
