row_label_raw,row_label_full,col_0,31.12.2018Triệu VND,31.12.2017Triệu VND,numeric__31.12.2018Triệu VND,numeric__31.12.2017Triệu VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,1.247.862,847.093,1247862.0,847093.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Chuyển tiền phải trả,Các khoản phải trả cho bên ngoài > - Chuyển tiền phải trả,- Chuyển tiền phải trả,378.334,214.782,378334.0,214782.0
- Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 37),Các khoản phải trả cho bên ngoài > - Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 37),- Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 37),201.972,37.818,201972.0,37818.0
- Tiền giữ hộ và đội thanh toán,Các khoản phải trả cho bên ngoài > - Tiền giữ hộ và đội thanh toán,- Tiền giữ hộ và đội thanh toán,121.428,128.190,121428.0,128190.0
- Các khoản chờ thanh toán,Các khoản phải trả cho bên ngoài > - Các khoản chờ thanh toán,- Các khoản chờ thanh toán,39.919,396.907,39919.0,396907.0
- Phải trả khác,Các khoản phải trả cho bên ngoài > - Phải trả khác,- Phải trả khác,29.831,12.498,29831.0,12498.0
Thu nhập chưa thực hiện,Các khoản phải trả cho bên ngoài > Thu nhập chưa thực hiện,Thu nhập chưa thực hiện,1.155,17.190,1155.0,17190.0
"Quỹ khen thưởng, phúc lợi","Các khoản phải trả cho bên ngoài > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",105.456,60.661,105456.0,60661.0
Quỹ phát triển khoa học và công nghệ (i),Các khoản phải trả cho bên ngoài > Quỹ phát triển khoa học và công nghệ (i),Quỹ phát triển khoa học và công nghệ (i),500.000,-,500000.0,
,,,2.625.957,1.715.139,2625957.0,1715139.0
