row_label_raw,row_label_full,col_0,Quyền sử dụng đấtTriệu VND,Phần mềmTriệu VND,Tổng cộngTriệu VND,numeric__Quyền sử dụng đấtTriệu VND,numeric__Phần mềmTriệu VND,numeric__Tổng cộngTriệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Tại ngày 1 tháng 1 năm 2018,Nguyên giá > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,342.874,447.559,790.433,342874.0,447559.0,790433.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,33.362,33.362,,33362.0,33362.0
Đầu tư xây dựng cơ bản hoàn thành,Nguyên giá > Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,1.611,45.482,47.093,1611.0,45482.0,47093.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,(16.809),-,(16.809),-16809.0,,-16809.0
Chuyển từ tài sản Có khác,Nguyên giá > Chuyển từ tài sản Có khác,Chuyển từ tài sản Có khác,40.686,-,40.686,40686.0,,40686.0
Biến động khác,Nguyên giá > Biến động khác,Biến động khác,-,(21),(21),,-21.0,-21.0
Tại ngày 31 tháng 12 năm 2018,Nguyên giá > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,368.362,526.382,894.744,368362.0,526382.0,894744.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,
Tại ngày 1 tháng 1 năm 2018,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,-,257.645,257.645,,257645.0,257645.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,-,44.354,44.354,,44354.0,44354.0
Tại ngày 31 tháng 12 năm 2018,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,-,301.999,301.999,,301999.0,301999.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày 1 tháng 1 năm 2018,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,342.874,189.914,532.788,342874.0,189914.0,532788.0
Tại ngày 31 tháng 12 năm 2018,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,368.362,224.383,592.745,368362.0,224383.0,592745.0
Thông tin khác về tài sản cố định vô hình:,Thông tin khác về tài sản cố định vô hình:,Thông tin khác về tài sản cố định vô hình:,Thông tin khác về tài sản cố định vô hình:,Thông tin khác về tài sản cố định vô hình:,Thông tin khác về tài sản cố định vô hình:,,,
,,,,31.12.2018Triệu VND,31.12.2017Triệu VND,,,
Nguyên giá TSCĐ vô hình đã khấu hao hết nhưng vấn còn sử dụng,Thông tin khác về tài sản cố định vô hình: > Nguyên giá TSCĐ vô hình đã khấu hao hết nhưng vấn còn sử dụng,Nguyên giá TSCĐ vô hình đã khấu hao hết nhưng vấn còn sử dụng,,137.991,134.377,,137991.0,134377.0
