row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng,Số cuối năm > Giá mua,Số cuối năm > Giá trị giảm giá,Số đầu năm > Số lượng,Số đầu năm > Giá mua,Số đầu năm > Giá trị giảm giá,numeric__Số cuối năm > Số lượng,numeric__Số cuối năm > Giá mua,numeric__Số cuối năm > Giá trị giảm giá,numeric__Số đầu năm > Số lượng,numeric__Số đầu năm > Giá mua,numeric__Số đầu năm > Giá trị giảm giá
HPG,HPG,HPG,-,-,-,613.760,24.673.914.626,(5.678.042.626),,,,613760.0,24673914626.0,-5678042626.0
TCB,TCB,TCB,-,-,-,408.200,14.715.008.704,(4.163.038.704),,,,408200.0,14715008704.0,-4163038704.0
GEX,GEX,GEX,-,-,-,549.480,15.436.140.698,(3.265.158.698),,,,549480.0,15436140698.0,-3265158698.0
VIT,VIT,VIT,-,-,-,349.770,6.259.812.146,(2.272.434.146),,,,349770.0,6259812146.0,-2272434146.0
MBB,MBB,MBB,527.986,11.494.144.356,(512.035.556),360.848,8.047.930.035,(1.029.436.435),527986.0,11494144356.0,-512035556.0,360848.0,8047930035.0,-1029436435.0
VHM,VHM,VHM,65.550,5.895.328.425,(336.688.425),200.728,18.446.441.744,(3.713.006.544),65550.0,5895328425.0,-336688425.0,200728.0,18446441744.0,-3713006544.0
ACB,ACB,ACB,50.000,1.171.573.600,(31.573.600),233.445,9.025.054.205,(2.115.082.205),50000.0,1171573600.0,-31573600.0,233445.0,9025054205.0,-2115082205.0
HLM,HLM,HLM,55.625,11.013.850.000,(11.013.850.000),-,-,-,55625.0,11013850000.0,-11013850000.0,,,
RICONS,RICONS,RICONS,188.716,19.799.162.000,(8.476.202.000),188.716,20.193.012.000,(849.622.000),188716.0,19799162000.0,-8476202000.0,188716.0,20193012000.0,-849622000.0
TDM,TDM,TDM,901.100,25.437.435.642,(2.279.165.642),-,-,-,901100.0,25437435642.0,-2279165642.0,,,
Khác,Khác,Khác,1.652.473,65.797.427.014,(5.980.310.314),3.217.973,181.428.015.648,(9.578.934.055),1652473.0,65797427014.0,-5980310314.0,3217973.0,181428015648.0,-9578934055.0
Tổng,Tổng,Tổng,3.441.450,140.608.921.037,(28.629.825.537),6.122.920,298.225.329.806,(32.664.755.413),3441450.0,140608921037.0,-28629825537.0,6122920.0,298225329806.0,-32664755413.0
