row_label_raw,row_label_full,CHỈ TIẾU,Thuyết minh,Số dư đầu năm > Ngày 1 tháng 1 năm2018 > VND,Số dư đầu năm > Ngày 1 tháng 1 năm2019 > VND,Số tăng/giảm > Năm trước > Tăng > VND,Số tăng/giảm > Năm trước > Giảm > VND,Số tăng/giảm > Năm nay > Tăng > VND,Số tăng/giảm > Năm nay > Giảm > VND,Số dư cuối năm > Ngày 31/12/2018 > VND,Số dư cuối năm > Ngày 31/12/2019 > VND,numeric__Thuyết minh,numeric__Số dư đầu năm > Ngày 1 tháng 1 năm2018 > VND,numeric__Số dư đầu năm > Ngày 1 tháng 1 năm2019 > VND,numeric__Số tăng/giảm > Năm trước > Tăng > VND,numeric__Số tăng/giảm > Năm trước > Giảm > VND,numeric__Số tăng/giảm > Năm nay > Tăng > VND,numeric__Số tăng/giảm > Năm nay > Giảm > VND,numeric__Số dư cuối năm > Ngày 31/12/2018 > VND,numeric__Số dư cuối năm > Ngày 31/12/2019 > VND
A,A,A,B,1,2,3,4,5,6,7,8,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU1. Vốn đầu tư của chủ sở hữu1.1. Cổ phiếu phổ thông1.2. Thắng dư vốn cố phần1.3. Quyền chọn chuyển đổi trái phiếu – Cấu phần vốn1.4. Cổ phiếu quỹ2. Quỹ dự trữ bổ sung vốn điều lệ3. Quỹ dự phòng tài chính và rủi ro nghiệp vụ4. Chênh lệch đánh giá lại tài sản theo giả trị hợp lý5. Chênh lệch tỷ giá hối đoái6. Lợi nhuận chưa phân phối6.1. Lợi nhuận đã thực hiện6.2. Lợi nhuận chưa thực hiện7. Lợi ích cổ đông không kiểm soát,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU1. Vốn đầu tư của chủ sở hữu1.1. Cổ phiếu phổ thông1.2. Thắng dư vốn cố phần1.3. Quyền chọn chuyển đổi trái phiếu – Cấu phần vốn1.4. Cổ phiếu quỹ2. Quỹ dự trữ bổ sung vốn điều lệ3. Quỹ dự phòng tài chính và rủi ro nghiệp vụ4. Chênh lệch đánh giá lại tài sản theo giả trị hợp lý5. Chênh lệch tỷ giá hối đoái6. Lợi nhuận chưa phân phối6.1. Lợi nhuận đã thực hiện6.2. Lợi nhuận chưa thực hiện7. Lợi ích cổ đông không kiểm soát,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU1. Vốn đầu tư của chủ sở hữu1.1. Cổ phiếu phổ thông1.2. Thắng dư vốn cố phần1.3. Quyền chọn chuyển đổi trái phiếu – Cấu phần vốn1.4. Cổ phiếu quỹ2. Quỹ dự trữ bổ sung vốn điều lệ3. Quỹ dự phòng tài chính và rủi ro nghiệp vụ4. Chênh lệch đánh giá lại tài sản theo giả trị hợp lý5. Chênh lệch tỷ giá hối đoái6. Lợi nhuận chưa phân phối6.1. Lợi nhuận đã thực hiện6.2. Lợi nhuận chưa thực hiện7. Lợi ích cổ đông không kiểm soát,29.2,5.027.878.981.2005.000.636.840.00029.482.756.034- (2.240.614.834)355.412.398.796270.904.804.112637.896.244.06733.179.513.2132.212.624.960.2922.235.685.451.553(23.060.491.261)78.352.794.222,5.235.152.952.9355.100.636.840.00029.470.756.034113.779.095.785(8.733.738.884)412.057.165.307327.549.570.623277.801.019.02641.038.039.1252.795.105.924.4023.056.176.268.973(261.070.344.571)66.959.856.215,207.285.971.735100.000.000- (12.000.000)-113.779.095.785(6.493.124.050)56.644.766.51156.644.766.51136.935.488.1327.858.525.9121.796.597.754.4741.543.064.033.874253.533.720.600-,(10.392.739.400)- (10.392.739.400)-65.246.509.028-65.246.509.028(397.030.713.173)- (1.214.116.790.364)(722.573.216.454)(491.543.573.910)-(11.392.938.007),- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,,,,292.0,,,,,,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,8.616.249.695.902,9.155.664.527.633,2.161.967.273.275,(1.622.552.441.544),1.397.255.053.538,(1.151.859.800.966),9.155.664.527.633,9.401.059.780.205,,8616249695902.0,9155664527633.0,2161967273275.0,-1622552441544.0,1397255053538.0,-1151859800966.0,9155664527633.0,9401059780205.0
