row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ,% sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ,numeric__% sở hữu
Công ty TNHHQuản lý QuỹSSI (SSIAM),Công ty TNHHQuản lý QuỹSSI (SSIAM),Công ty TNHHQuản lý QuỹSSI (SSIAM),Giấy phép Thành lậpvà Hoạt động số19/UBCK-GP ngày 3tháng 8 năm 2007 vàgiấy phép điều chỉnh gần nhất số 38/GPĐC-UBCK ngày 26 tháng12 năm 2013,Quản lý quỹ đầu tưchứng khoán vàquản lý danh mụcđầu tư chứng khoán,30 tỷ VND,100%,,,,1.0
Quỹ Đầu tưThành viênSSI (SSI IMF),Quỹ Đầu tưThành viênSSI (SSI IMF),Quỹ Đầu tưThành viênSSI (SSI IMF),Thông báo về việc xácnhận thành lập quỹthành viên số 130/TB-UBCK ngày 27 tháng 7năm 2010 và giấyphép điều chỉnh số4557/UBCK-QLQ ngày24 tháng 7 năm 2018,"Đầu tư vào chứngkhoán hoặc các dạngtài sản đầu tư khác,kể cả bất động sản",343 tỷ VND,80%,,,,0.8
