row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tạm ứng,Tạm ứng,Tạm ứng,8.518.495.603,3.843.488.923,8518495603.0,3843488923.0
"Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ",1.265.969.684,2.959.982.619,1265969684.0,2959982619.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,20.490.357.667,21.364.723.566,20490357667.0,21364723566.0
"- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng",932.251.405,1.137.753.651,932251405.0,1137753651.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,19.558.106.262,20.226.969.915,19558106262.0,20226969915.0
"Cảm cố, ký cược, ký quỹ ngắn hạn","Cảm cố, ký cược, ký quỹ ngắn hạn","Cảm cố, ký cược, ký quỹ ngắn hạn",967.194.260,856.602.610,967194260.0,856602610.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,3.674.667.967,3.458.152.700,3674667967.0,3458152700.0
- Tiền gửi ký quỹ phải sinh của công ty,- Tiền gửi ký quỹ phải sinh của công ty,- Tiền gửi ký quỹ phải sinh của công ty,2.559.929.467,2.446.190.000,2559929467.0,2446190000.0
- Khác,- Khác,- Khác,1.114.738.500,1.011.962.700,1114738500.0,1011962700.0
Tổng cộng,Tổng cộng,Tổng cộng,34.916.685.181,32.482.950.418,34916685181.0,32482950418.0
