row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÂN HẠN,,22.290.867.181.933,22.270.357.215.928,,,22290867181933.0,22270357215928.0
110,110,110,I. Tài sản tài chính,,22.255.950.496.752,22.237.874.265.510,,,22255950496752.0,22237874265510.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,1.040.782.610.354,612.880.138.860,,5.0,1040782610354.0,612880138860.0
111.1,111.1,111.1,1.1. Tiền,,260.631.829.536,312.863.700.842,,,260631829536.0,312863700842.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,780.150.780.818,300.016.438.018,,,780150780818.0,300016438018.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,4.315.244.773.067,2.039.985.819.918,,71.0,4315244773067.0,2039985819918.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,10.721.931.457.865,12.326.240.312.685,,73.0,10721931457865.0,12326240312685.0
114,114,114,4. Các khoản cho vay,7.4,5.359.342.228.084,5.966.651.185.939,,74.0,5359342228084.0,5966651185939.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,760.042.115.504,1.265.085.272.300,,72.0,760042115504.0,1265085272300.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,8,(41.167.505.065),(29.666.132.207),,8.0,-41167505065.0,-29666132207.0
117,117,117,7. Các khoản phải thu,,350.542.969.287,301.712.370.797,,,350542969287.0,301712370797.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,330.068.529.950,300.141.137.920,,9.0,330068529950.0,300141137920.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",9,20.474.439.337,1.571.232.877,,9.0,20474439337.0,1571232877.0
117.4,117.4,117.4,"7.2.1.Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,20.474.439.337,1.571.232.877,,,20474439337.0,1571232877.0
118,118,118,8. Trả trước cho người bán,9,10.347.795.737,31.348.740.192,,9.0,10347795737.0,31348740192.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,43.254.069.829,31.161.533.678,,9.0,43254069829.0,31161533678.0
122,122,122,10. Các khoản phải thu khác,9,3.903.875.134,4.513.763.962,,9.0,3903875134.0,4513763962.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(308.273.893.044),(312.038.740.614),,9.0,-308273893044.0,-312038740614.0
130,130,130,II. Tài sản ngắn hạn khác,10,34.916.685.181,32.482.950.418,,10.0,34916685181.0,32482950418.0
131,131,131,1. Tạm ứng,,8.518.495.603,3.843.488.923,,,8518495603.0,3843488923.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,1.265.969.684,2.959.982.619,,,1265969684.0,2959982619.0
133,133,133,3. Chi phí trả trước ngắn hạn,,20.490.357.667,21.364.723.566,,,20490357667.0,21364723566.0
134,134,134,"4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn",,967.194.260,856.602.610,,,967194260.0,856602610.0
137,137,137,5. Tài sản ngắn hạn khác,,3.674.667.967,3.458.152.700,,,3674667967.0,3458152700.0
