row_label_raw,row_label_full,1. Lợi nhuận đã thực hiện chưa phân phối năm trước (tại 1/1/2019 và 1/1/2018) > 2. Lỗ chưa thực hiện cuối năm (tại 31/12/2019 và 31/12/2018) > 3. Lợi nhuận đã thực hiện trong năm > 4. Cơ sở lợi nhuận phân phối cho cổ đông hoặc các thành viên góp vốn tính đến cuối năm ((4)=(1)+(2)+(3)),Năm nay > 3.056.176.268.973 > (291.415.975.045) > 901.594.482.802 > 3.666.354.776.730,Đơn vị tính: VNDNăm trước > 2.235.685.451.553 > (293.198.261.406) > 1.543.064.033.874 > 3.485.551.224.021,numeric__Năm nay > 3.056.176.268.973 > (291.415.975.045) > 901.594.482.802 > 3.666.354.776.730,numeric__Đơn vị tính: VNDNăm trước > 2.235.685.451.553 > (293.198.261.406) > 1.543.064.033.874 > 3.485.551.224.021
5. Số trích từ lợi nhuận,5. Số trích từ lợi nhuận,5. Số trích từ lợi nhuận,(255.115.227.249),(223.402.886.455),-255115227249.0,-223402886455.0
- Quỹ dự trữ bổ sung vốn điều lệ,- Quỹ dự trữ bổ sung vốn điều lệ,- Quỹ dự trữ bổ sung vốn điều lệ,(65.246.509.028),(56.644.766.511),-65246509028.0,-56644766511.0
- Quỹ dự phòng tài chính và rủi ro nghiệp vụ,- Quỹ dự phòng tài chính và rủi ro nghiệp vụ,- Quỹ dự phòng tài chính và rủi ro nghiệp vụ,(65.246.509.028),(56.644.766.511),-65246509028.0,-56644766511.0
"- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng","- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng","- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng",(91.345.112.639),(79.302.673.115),-91345112639.0,-79302673115.0
- Các khoản khác làm giảm lợi nhuận chưa phân phối,- Các khoản khác làm giảm lợi nhuận chưa phân phối,- Các khoản khác làm giảm lợi nhuận chưa phân phối,(33.277.096.554),(30.810.680.318),-33277096554.0,-30810680318.0
6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCD,6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCD,6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCD,(508.054.730.000),(499.170.330.000),-508054730000.0,-499170330000.0
Lợi nhuận tối đa còn có thể phân phối,Lợi nhuận tối đa còn có thể phân phối,Lợi nhuận tối đa còn có thể phân phối,2.903.184.819.481,2.762.978.007.566,2903184819481.0,2762978007566.0
