row_label_raw,row_label_full,Số dư đầu năm > Mua trong năm > Thanh lý công ty liên kết trong năm,Năm nay > 764.280.760.972 > 20.997.297.749 > -,Đơn vị tính: VNDNăm trước > 812.945.220.865 > 187.750.420.302 > (258.184.136.754),numeric__Năm nay > 764.280.760.972 > 20.997.297.749 > -,numeric__Đơn vị tính: VNDNăm trước > 812.945.220.865 > 187.750.420.302 > (258.184.136.754)
Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,(22.288.820.220),(24.489.167.761),-22288820220.0,-24489167761.0
Chênh lệch do công ty liên kết thay đổi số lượng cổ phiếu lưu hành,Chênh lệch do công ty liên kết thay đổi số lượng cổ phiếu lưu hành,Chênh lệch do công ty liên kết thay đổi số lượng cổ phiếu lưu hành,(7.343.844.372),(6.321.512.555),-7343844372.0,-6321512555.0
Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động trong năm,42.258.531.653,69.602.389.875,42258531653.0,69602389875.0
- Phần chia sẻ lãi trong năm,- Phần chia sẻ lãi trong năm,- Phần chia sẻ lãi trong năm,42.258.531.653,69.602.389.875,42258531653.0,69602389875.0
Cổ tức thực nhận,Cổ tức thực nhận,Cổ tức thực nhận,-,(17.022.453.000),,-17022453000.0
Điều chỉnh khác,Điều chỉnh khác,Điều chỉnh khác,(3.588.585.838),-,-3588585838.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,794.315.339.944,764.280.760.972,794315339944.0,764280760972.0
