row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,435.548.098,3.303.149.879,,,435548098.0,3303149879.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cổ định",,20.355.221.628,23.823.241.348,,,20355221628.0,23823241348.0
43,43,43,"3. Lãi bán, thanh lý các khoản đầu tư vào công ty con, công ty liên kết",,-,164.457.327.326,,,,164457327326.0
44,44,44,4. Doanh thu khác về đầu tư,,45.715.512.161,74.240.555.353,,,45715512161.0,74240555353.0
50,50,50,Cộng doanh thu hoạt động tài chính,36,66.506.281.887,265.824.273.906,,36.0,66506281887.0,265824273906.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thực hiện,,19.611.726.414,4.697.732.904,,,19611726414.0,4697732904.0
52,52,52,2. Chi phí lãi vay,,804.176.964.572,536.540.563.261,,,804176964572.0,536540563261.0
55,55,55,3. Chi phí tài chính khác,,14.832.880.334,5.680.695.698,,,14832880334.0,5680695698.0
60,60,60,Cộng chi phí tài chính,37,838.621.571.320,546.918.991.863,,37.0,838621571320.0,546918991863.0
62,62,62,V. CHI PHÍ QUẢN LÝ,38,193.238.253.772,173.683.645.242,,38.0,193238253772.0,173683645242.0
70,70,70,VI. KẾT QUẢ HOẠT ĐỘNG,,1.098.616.647.855,1.567.029.926.018,,,1098616647855.0,1567029926018.0
,,,VII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,,7.067.722.985,58.417.373.996,,,7067722985.0,58417373996.0
72,72,72,Chi phí khác,,160.809.383,2.233.836.059,,,160809383.0,2233836059.0
80,80,80,Cộng kết quả hoạt động khác,39,6.906.913.602,56.183.537.937,,39.0,6906913602.0,56183537937.0
90,90,90,VIII. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,1.105.523.561.457,1.623.213.463.955,,,1105523561457.0,1623213463955.0
91,91,91,Lợi nhuận đã thực hiện,,1.096.044.544.091,1.883.886.823.081,,,1096044544091.0,1883886823081.0
92,92,92,Lợi nhuận chưa thực hiện,,9.479.017.366,(260.673.359.126),,,9479017366.0,-260673359126.0
100,100,100,IX. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),40,198.426.585.426,320.276.221.397,,40.0,198426585426.0,320276221397.0
100.1,100.1,100.1,Chi phí thuế TNDN hiện hành,40.1,178.677.854.956,319.845.580.653,,401.0,178677854956.0,319845580653.0
100.2,100.2,100.2,Chi phí thuế TNDN hoãn lại,40.2,19.748.730.470,430.640.744,,402.0,19748730470.0,430640744.0
200,200,200,X. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,907.096.976.031,1.302.937.242.558,,,907096976031.0,1302937242558.0
201,201,201,1. Lợi nhuận sau thuế phân bổ cho chủ sở hữu,,909.201.424.728,1.304.930.180.565,,,909201424728.0,1304930180565.0
202,202,202,2. Lợi nhuận sau thuế trích các Quỹ,,63.212.220.608,91.345.112.639,,,63212220608.0,91345112639.0
203,203,203,3. Lợi nhuận thuần phân bổ cho lợi ích của cổ đông không kiểm soát,,(2.104.448.697),(1.992.938.007),,,-2104448697.0,-1992938007.0
