row_label_raw,row_label_full,Rui ro tin dụng (tiep theo),Rui ro tin dụng (tiep theo)_1,Rui ro tin dụng (tiep theo)_2,Rui ro tin dụng (tiep theo)_3,Rui ro tin dụng (tiep theo)_4,Rui ro tin dụng (tiep theo)_5,Rui ro tin dụng (tiep theo)_6,Rui ro tin dụng (tiep theo)_7,numeric__Rui ro tin dụng (tiep theo)_1,numeric__Rui ro tin dụng (tiep theo)_2,numeric__Rui ro tin dụng (tiep theo)_3,numeric__Rui ro tin dụng (tiep theo)_4,numeric__Rui ro tin dụng (tiep theo)_5,numeric__Rui ro tin dụng (tiep theo)_6,numeric__Rui ro tin dụng (tiep theo)_7
,,,Tổng cộng,Số dư đã dự phòng,Không quá hạn và không bị suy giảm,Quá hạn nhưng không bị suy giảm,Quá hạn nhưng không bị suy giảm,Quá hạn nhưng không bị suy giảm,Quá hạn nhưng không bị suy giảm,,,,,,,
,,,Tổng cộng,Số dư đã dự phòng,Không quá hạn và không bị suy giảm,< 80 ngày,81–180 ngày,>180 ngày,>210 ngày,,,,,,,
Số đầu năm,Số đầu năm,Số đầu năm,5.966.651.185.939,33.732.119.327,5.931.945.546.892,961.795.139,5.001.214,1.371.439,5.351.928,5966651185939.0,33732119327.0,5931945546892.0,961795139.0,5001214.0,1371439.0,5351928.0
Số cuối năm,Số cuối năm,Số cuối năm,5.359.342.228.084,30.286.750.665,5.329.024.126.928,6.574.982,6.316.274,1.973.476,16.485.759,5359342228084.0,30286750665.0,5329024126928.0,6574982.0,6316274.0,1973476.0,16485759.0
Rui ro thanh khoản,Rui ro thanh khoản,Rui ro thanh khoản,Rui ro thanh khoản,Rui ro thanh khoản,Rui ro thanh khoản,Rui ro thanh khoản,Rui ro thanh khoản,Rui ro thanh khoản,Rui ro thanh khoản,,,,,,,
"Rui ro thanh khoản là rủi ro Công ty gặp khó khăn khi thực hiện các nghĩa vụ tài chính. Rủi ro thanh khoản phát sinh khi Công ty có thể không đủ khả năng thực hiện nghĩa vụ trả nợ khi những công nợ này đến hạn, chủ yếu do các tài sản và nợ phải trả có các thời điểm đáo hạn lệch nhau. Thời gian đáo hạn của các tài sản và công nợ thể hiện thời gian còn lại của tài sản và công nợ tính từ ngày lập báo cáo tài chính đến khi thanh toán theo quy định trong hợp đồng hoặc trong điều khoản phát hành. Đối với các tài sản tài chính ghi nhận thông qua lãi lỗ và tài sản tài chính sẵn sàng để bán, thời gian đáo hạn được xác định dựa trên tính thanh khoản (khả năng mua đi bán lại trong thời gian ngắn) của tài sản trên thị trường.","Rui ro thanh khoản là rủi ro Công ty gặp khó khăn khi thực hiện các nghĩa vụ tài chính. Rủi ro thanh khoản phát sinh khi Công ty có thể không đủ khả năng thực hiện nghĩa vụ trả nợ khi những công nợ này đến hạn, chủ yếu do các tài sản và nợ phải trả có các thời điểm đáo hạn lệch nhau. Thời gian đáo hạn của các tài sản và công nợ thể hiện thời gian còn lại của tài sản và công nợ tính từ ngày lập báo cáo tài chính đến khi thanh toán theo quy định trong hợp đồng hoặc trong điều khoản phát hành. Đối với các tài sản tài chính ghi nhận thông qua lãi lỗ và tài sản tài chính sẵn sàng để bán, thời gian đáo hạn được xác định dựa trên tính thanh khoản (khả năng mua đi bán lại trong thời gian ngắn) của tài sản trên thị trường.","Rui ro thanh khoản là rủi ro Công ty gặp khó khăn khi thực hiện các nghĩa vụ tài chính. Rủi ro thanh khoản phát sinh khi Công ty có thể không đủ khả năng thực hiện nghĩa vụ trả nợ khi những công nợ này đến hạn, chủ yếu do các tài sản và nợ phải trả có các thời điểm đáo hạn lệch nhau. Thời gian đáo hạn của các tài sản và công nợ thể hiện thời gian còn lại của tài sản và công nợ tính từ ngày lập báo cáo tài chính đến khi thanh toán theo quy định trong hợp đồng hoặc trong điều khoản phát hành. Đối với các tài sản tài chính ghi nhận thông qua lãi lỗ và tài sản tài chính sẵn sàng để bán, thời gian đáo hạn được xác định dựa trên tính thanh khoản (khả năng mua đi bán lại trong thời gian ngắn) của tài sản trên thị trường.","Rui ro thanh khoản là rủi ro Công ty gặp khó khăn khi thực hiện các nghĩa vụ tài chính. Rủi ro thanh khoản phát sinh khi Công ty có thể không đủ khả năng thực hiện nghĩa vụ trả nợ khi những công nợ này đến hạn, chủ yếu do các tài sản và nợ phải trả có các thời điểm đáo hạn lệch nhau. Thời gian đáo hạn của các tài sản và công nợ thể hiện thời gian còn lại của tài sản và công nợ tính từ ngày lập báo cáo tài chính đến khi thanh toán theo quy định trong hợp đồng hoặc trong điều khoản phát hành. Đối với các tài sản tài chính ghi nhận thông qua lãi lỗ và tài sản tài chính sẵn sàng để bán, thời gian đáo hạn được xác định dựa trên tính thanh khoản (khả năng mua đi bán lại trong thời gian ngắn) của tài sản trên thị trường.","Rui ro thanh khoản là rủi ro Công ty gặp khó khăn khi thực hiện các nghĩa vụ tài chính. Rủi ro thanh khoản phát sinh khi Công ty có thể không đủ khả năng thực hiện nghĩa vụ trả nợ khi những công nợ này đến hạn, chủ yếu do các tài sản và nợ phải trả có các thời điểm đáo hạn lệch nhau. Thời gian đáo hạn của các tài sản và công nợ thể hiện thời gian còn lại của tài sản và công nợ tính từ ngày lập báo cáo tài chính đến khi thanh toán theo quy định trong hợp đồng hoặc trong điều khoản phát hành. Đối với các tài sản tài chính ghi nhận thông qua lãi lỗ và tài sản tài chính sẵn sàng để bán, thời gian đáo hạn được xác định dựa trên tính thanh khoản (khả năng mua đi bán lại trong thời gian ngắn) của tài sản trên thị trường.","Rui ro thanh khoản là rủi ro Công ty gặp khó khăn khi thực hiện các nghĩa vụ tài chính. Rủi ro thanh khoản phát sinh khi Công ty có thể không đủ khả năng thực hiện nghĩa vụ trả nợ khi những công nợ này đến hạn, chủ yếu do các tài sản và nợ phải trả có các thời điểm đáo hạn lệch nhau. Thời gian đáo hạn của các tài sản và công nợ thể hiện thời gian còn lại của tài sản và công nợ tính từ ngày lập báo cáo tài chính đến khi thanh toán theo quy định trong hợp đồng hoặc trong điều khoản phát hành. Đối với các tài sản tài chính ghi nhận thông qua lãi lỗ và tài sản tài chính sẵn sàng để bán, thời gian đáo hạn được xác định dựa trên tính thanh khoản (khả năng mua đi bán lại trong thời gian ngắn) của tài sản trên thị trường.","Rui ro thanh khoản là rủi ro Công ty gặp khó khăn khi thực hiện các nghĩa vụ tài chính. Rủi ro thanh khoản phát sinh khi Công ty có thể không đủ khả năng thực hiện nghĩa vụ trả nợ khi những công nợ này đến hạn, chủ yếu do các tài sản và nợ phải trả có các thời điểm đáo hạn lệch nhau. Thời gian đáo hạn của các tài sản và công nợ thể hiện thời gian còn lại của tài sản và công nợ tính từ ngày lập báo cáo tài chính đến khi thanh toán theo quy định trong hợp đồng hoặc trong điều khoản phát hành. Đối với các tài sản tài chính ghi nhận thông qua lãi lỗ và tài sản tài chính sẵn sàng để bán, thời gian đáo hạn được xác định dựa trên tính thanh khoản (khả năng mua đi bán lại trong thời gian ngắn) của tài sản trên thị trường.","Rui ro thanh khoản là rủi ro Công ty gặp khó khăn khi thực hiện các nghĩa vụ tài chính. Rủi ro thanh khoản phát sinh khi Công ty có thể không đủ khả năng thực hiện nghĩa vụ trả nợ khi những công nợ này đến hạn, chủ yếu do các tài sản và nợ phải trả có các thời điểm đáo hạn lệch nhau. Thời gian đáo hạn của các tài sản và công nợ thể hiện thời gian còn lại của tài sản và công nợ tính từ ngày lập báo cáo tài chính đến khi thanh toán theo quy định trong hợp đồng hoặc trong điều khoản phát hành. Đối với các tài sản tài chính ghi nhận thông qua lãi lỗ và tài sản tài chính sẵn sàng để bán, thời gian đáo hạn được xác định dựa trên tính thanh khoản (khả năng mua đi bán lại trong thời gian ngắn) của tài sản trên thị trường.","Rui ro thanh khoản là rủi ro Công ty gặp khó khăn khi thực hiện các nghĩa vụ tài chính. Rủi ro thanh khoản phát sinh khi Công ty có thể không đủ khả năng thực hiện nghĩa vụ trả nợ khi những công nợ này đến hạn, chủ yếu do các tài sản và nợ phải trả có các thời điểm đáo hạn lệch nhau. Thời gian đáo hạn của các tài sản và công nợ thể hiện thời gian còn lại của tài sản và công nợ tính từ ngày lập báo cáo tài chính đến khi thanh toán theo quy định trong hợp đồng hoặc trong điều khoản phát hành. Đối với các tài sản tài chính ghi nhận thông qua lãi lỗ và tài sản tài chính sẵn sàng để bán, thời gian đáo hạn được xác định dựa trên tính thanh khoản (khả năng mua đi bán lại trong thời gian ngắn) của tài sản trên thị trường.","Rui ro thanh khoản là rủi ro Công ty gặp khó khăn khi thực hiện các nghĩa vụ tài chính. Rủi ro thanh khoản phát sinh khi Công ty có thể không đủ khả năng thực hiện nghĩa vụ trả nợ khi những công nợ này đến hạn, chủ yếu do các tài sản và nợ phải trả có các thời điểm đáo hạn lệch nhau. Thời gian đáo hạn của các tài sản và công nợ thể hiện thời gian còn lại của tài sản và công nợ tính từ ngày lập báo cáo tài chính đến khi thanh toán theo quy định trong hợp đồng hoặc trong điều khoản phát hành. Đối với các tài sản tài chính ghi nhận thông qua lãi lỗ và tài sản tài chính sẵn sàng để bán, thời gian đáo hạn được xác định dựa trên tính thanh khoản (khả năng mua đi bán lại trong thời gian ngắn) của tài sản trên thị trường.",,,,,,,
Công ty giám sát rủi ro thanh khoản thông qua việc duy trì một lượng tiền mặt và các khoản tương đương tiền và các khoản vay ngân hàng ở mức mà Ban Tổng Giám đốc cho là dữ để đáp ứng cho các hoạt động của Công ty và để giảm thiếu ảnh hưởng của những biến động về lường tiền.,Công ty giám sát rủi ro thanh khoản thông qua việc duy trì một lượng tiền mặt và các khoản tương đương tiền và các khoản vay ngân hàng ở mức mà Ban Tổng Giám đốc cho là dữ để đáp ứng cho các hoạt động của Công ty và để giảm thiếu ảnh hưởng của những biến động về lường tiền.,Công ty giám sát rủi ro thanh khoản thông qua việc duy trì một lượng tiền mặt và các khoản tương đương tiền và các khoản vay ngân hàng ở mức mà Ban Tổng Giám đốc cho là dữ để đáp ứng cho các hoạt động của Công ty và để giảm thiếu ảnh hưởng của những biến động về lường tiền.,Công ty giám sát rủi ro thanh khoản thông qua việc duy trì một lượng tiền mặt và các khoản tương đương tiền và các khoản vay ngân hàng ở mức mà Ban Tổng Giám đốc cho là dữ để đáp ứng cho các hoạt động của Công ty và để giảm thiếu ảnh hưởng của những biến động về lường tiền.,Công ty giám sát rủi ro thanh khoản thông qua việc duy trì một lượng tiền mặt và các khoản tương đương tiền và các khoản vay ngân hàng ở mức mà Ban Tổng Giám đốc cho là dữ để đáp ứng cho các hoạt động của Công ty và để giảm thiếu ảnh hưởng của những biến động về lường tiền.,Công ty giám sát rủi ro thanh khoản thông qua việc duy trì một lượng tiền mặt và các khoản tương đương tiền và các khoản vay ngân hàng ở mức mà Ban Tổng Giám đốc cho là dữ để đáp ứng cho các hoạt động của Công ty và để giảm thiếu ảnh hưởng của những biến động về lường tiền.,Công ty giám sát rủi ro thanh khoản thông qua việc duy trì một lượng tiền mặt và các khoản tương đương tiền và các khoản vay ngân hàng ở mức mà Ban Tổng Giám đốc cho là dữ để đáp ứng cho các hoạt động của Công ty và để giảm thiếu ảnh hưởng của những biến động về lường tiền.,Công ty giám sát rủi ro thanh khoản thông qua việc duy trì một lượng tiền mặt và các khoản tương đương tiền và các khoản vay ngân hàng ở mức mà Ban Tổng Giám đốc cho là dữ để đáp ứng cho các hoạt động của Công ty và để giảm thiếu ảnh hưởng của những biến động về lường tiền.,Công ty giám sát rủi ro thanh khoản thông qua việc duy trì một lượng tiền mặt và các khoản tương đương tiền và các khoản vay ngân hàng ở mức mà Ban Tổng Giám đốc cho là dữ để đáp ứng cho các hoạt động của Công ty và để giảm thiếu ảnh hưởng của những biến động về lường tiền.,Công ty giám sát rủi ro thanh khoản thông qua việc duy trì một lượng tiền mặt và các khoản tương đương tiền và các khoản vay ngân hàng ở mức mà Ban Tổng Giám đốc cho là dữ để đáp ứng cho các hoạt động của Công ty và để giảm thiếu ảnh hưởng của những biến động về lường tiền.,,,,,,,
