row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả) > Số đầu năm,Phải thu/(phải trả) > Tăng trong năm,Phải thu/(phải trả) > Giảm trong năm,Phải thu/(phải trả) > Số cuối năm,Đơn vị tính: VNDDoanh thu/(chi phí),numeric__Giao dịch,numeric__Phải thu/(phải trả) > Số đầu năm,numeric__Phải thu/(phải trả) > Tăng trong năm,numeric__Phải thu/(phải trả) > Giảm trong năm,numeric__Phải thu/(phải trả) > Số cuối năm,numeric__Đơn vị tính: VNDDoanh thu/(chi phí)
Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,1.111.782.801,(1.111.782.801),-,1.102.868.911,,,1111782801.0,-1111782801.0,,1102868911.0
Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Doanh thu hợp đồng tư vấn,-,4.551.424.000,(4.551.424.000),-,4.146.749.091,,,4551424000.0,-4551424000.0,,4146749091.0
Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Giao dịch mua chứng khoán,-,(4.653.975.421.313),4.653.975.421.313,-,-,,,-4653975421313.0,4653975421313.0,,
Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Giao dịch bán chứng khoán,-,5.517.482.613.875,(5.517.482.613.875),-,7.590.584.635,,,5517482613875.0,-5517482613875.0,,7590584635.0
Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Nhận cọc môi giới chứng khoán và hợp đồng quản lý tiền gửi,(1.222.675.189.617),(7.486.192.722.905),8.627.482.114.797,(81.385.797.725),-,,-1222675189617.0,-7486192722905.0,8627482114797.0,-81385797725.0,
Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Lãi nhận cọc MGCK và lãi hợp đồng quản lý tiền gửi,(3.519.496.889),(65.284.441.742),68.481.707.823,(322.230.808),(65.284.441.742),,-3519496889.0,-65284441742.0,68481707823.0,-322230808.0,-65284441742.0
Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Chi phí mua hàng hóa,-,(5.136.704.970),5.124.230.970,(12.474.000),(5.136.704.970),,,-5136704970.0,5124230970.0,-12474000.0,-5136704970.0
Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Lãi trái phiếu,-,4.536.986.300,(4.536.986.300),-,4.536.986.300,,,4536986300.0,-4536986300.0,,4536986300.0
Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Góp vốn theo phương pháp vốn chủ sở hữu,734.668.285.301,63.255.829.402,(38.080.891.928),759.843.222.775,42.258.531.653,,734668285301.0,63255829402.0,-38080891928.0,759843222775.0,42258531653.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,225.016.834,(225.016.834),-,225.014.434,,,225016834.0,-225016834.0,,225014434.0
