row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Từ tài sản tài chính FVTPL,Từ tài sản tài chính FVTPL,Từ tài sản tài chính FVTPL,82.344.443.777,88.429.902.062,82344443777.0,88429902062.0
Từ tài sản tài chính HTM,Từ tài sản tài chính HTM,Từ tài sản tài chính HTM,991.168.158.800,716.061.639.277,991168158800.0,716061639277.0
Từ các khoản cho vay và phải thu,Từ các khoản cho vay và phải thu,Từ các khoản cho vay và phải thu,677.893.533.729,710.869.164.035,677893533729.0,710869164035.0
Từ tài sản tài chính AFS,Từ tài sản tài chính AFS,Từ tài sản tài chính AFS,83.305.018.553,209.534.611.481,83305018553.0,209534611481.0
"Cổ tức, trái tức phát sinh từ tài sản tài chính AFS","Cổ tức, trái tức phát sinh từ tài sản tài chính AFS","Cổ tức, trái tức phát sinh từ tài sản tài chính AFS",18.369.364.500,29.921.747.500,18369364500.0,29921747500.0
Chênh lệch đánh giá lại theo giá trị hợp lý tài sản tài chính AFS phân loại lại khi bán,Chênh lệch đánh giá lại theo giá trị hợp lý tài sản tài chính AFS phân loại lại khi bán,Chênh lệch đánh giá lại theo giá trị hợp lý tài sản tài chính AFS phân loại lại khi bán,64.935.654.053,179.612.863.981,64935654053.0,179612863981.0
- OPC,- OPC,- OPC,-,79.762.779.371,,79762779371.0
- TMS,- TMS,- TMS,-,54.767.077.941,,54767077941.0
- TDM,- TDM,- TDM,12.905.000.000,-,12905000000.0,
- SGN,- SGN,- SGN,51.809.222.037,6.780.080.390,51809222037.0,6780080390.0
- Khác,- Khác,- Khác,221.432.016,38.302.926.279,221432016.0,38302926279.0
Tổng cộng,Tổng cộng,Tổng cộng,1.834.711.154.859,1.724.895.316.855,1834711154859.0,1724895316855.0
