row_label_raw,row_label_full,Tài sản,Số cuối năm,Số đầu năm,Đơn vị tính: VNDMục đích đảm bảo,numeric__Số cuối năm,numeric__Số đầu năm,numeric__Đơn vị tính: VNDMục đích đảm bảo
Ngắn hạn,Ngắn hạn,Ngắn hạn,11.422.178.180.000,11.344.178.180.000,,11422178180000.0,11344178180000.0,
- Tài sản tài chính FVTPL (tính theo mệnh giá),- Tài sản tài chính FVTPL (tính theo mệnh giá),- Tài sản tài chính FVTPL (tính theo mệnh giá),1.382.178.180.000,32.178.180.000,Các khoản vay ngắn hạn,1382178180000.0,32178180000.0,
- Tiền gửi có kỳ hạn còn lại dưới 1 năm,- Tiền gửi có kỳ hạn còn lại dưới 1 năm,- Tiền gửi có kỳ hạn còn lại dưới 1 năm,9.740.000.000.000,9.742.000.000.000,Các khoản vay ngắn hạn,9740000000000.0,9742000000000.0,
- Chứng chỉ tiền gửi có kỳ hạn còn lại dưới 1 năm,- Chứng chỉ tiền gửi có kỳ hạn còn lại dưới 1 năm,- Chứng chỉ tiền gửi có kỳ hạn còn lại dưới 1 năm,300.000.000.000,1.570.000.000.000,Các khoản vay ngắn hạn,300000000000.0,1570000000000.0,
Dài hạn,Dài hạn,Dài hạn,3.588.801.200.000,438.801.200.000,,3588801200000.0,438801200000.0,
- Trái phiếu có kỳ hạn còn lại trên 1 năm (tính theo mệnh giá),- Trái phiếu có kỳ hạn còn lại trên 1 năm (tính theo mệnh giá),- Trái phiếu có kỳ hạn còn lại trên 1 năm (tính theo mệnh giá),3.400.000.000.000,-,Các khoản vay ngắn hạn,3400000000000.0,,
- Chứng chỉ tiền gửi có kỳ hạn còn lại trên 1 năm,- Chứng chỉ tiền gửi có kỳ hạn còn lại trên 1 năm,- Chứng chỉ tiền gửi có kỳ hạn còn lại trên 1 năm,-,300.000.000.000,Các khoản vay ngắn hạn,,300000000000.0,
- Đầu tư vào công ty liên kết (tính theo mệnh giá),- Đầu tư vào công ty liên kết (tính theo mệnh giá),- Đầu tư vào công ty liên kết (tính theo mệnh giá),188.801.200.000,138.801.200.000,Các khoản vay ngắn hạn,188801200000.0,138801200000.0,
Tổng cộng,Tổng cộng,Tổng cộng,15.010.979.380.000,11.782.979.380.000,,15010979380000.0,11782979380000.0,
