row_label_raw,row_label_full,Thuế giá trị gia tăng,Số cuối năm > 1.186.696.099,Đơn vị tính: VND > Số đầu năm > 815.853.250,numeric__Số cuối năm > 1.186.696.099,numeric__Đơn vị tính: VND > Số đầu năm > 815.853.250
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,30.583.472.184,40.748.215.998,30583472184.0,40748215998.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,23.278.156.755,23.980.857.101,23278156755.0,23980857101.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,4.412.809.874,4.405.354.623,4412809874.0,4405354623.0
Tổng cộng,Tổng cộng,Tổng cộng,59.461.134.912,69.950.280.972,59461134912.0,69950280972.0
