row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,142.308.930.113,308.664.023.273,142308930113.0,308664023273.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,27.540.046.739,22.252.011.562,27540046739.0,22252011562.0
Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,253.733.279.209,354.350.264.575,253733279209.0,354350264575.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",19.400.612.506,17.405.674.150,19400612506.0,17405674150.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,1.413.938.351,1.293.981.717,1413938351.0,1293981717.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",3.084.138.780,8.302.585.973,3084138780.0,8302585973.0
"Chi phí khấu hao TSCĐ, BDSDT","Chi phí khấu hao TSCĐ, BDSDT","Chi phí khấu hao TSCĐ, BDSDT",32.030.259.414,22.419.812.539,32030259414.0,22419812539.0
Chi phí dự phòng/(hoàn nhập) dự phòng,Chi phí dự phòng/(hoàn nhập) dự phòng,Chi phí dự phòng/(hoàn nhập) dự phòng,5.000.000,(160.568.499),5000000.0,-160568499.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,162.354.319.704,133.243.256.210,162354319704.0,133243256210.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,86.949.168.790,83.203.018.717,86949168790.0,83203018717.0
Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,7.450.772.590,9.944.940.287,7450772590.0,9944940287.0
Chi phí khác,Chi phí khác,Chi phí khác,29.454.913.614,19.284.960.140,29454913614.0,19284960140.0
Tổng cộng,Tổng cộng,Tổng cộng,765.725.379.810,980.203.960.644,765725379810.0,980203960644.0
