row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Chi phí hoạt động quản lý quỹ,Chi phí hoạt động quản lý quỹ,Chi phí hoạt động quản lý quỹ,18.414.593.655,19.321.897.459,18414593655.0,19321897459.0
Chi phí hoạt động quản lý danh mục,Chi phí hoạt động quản lý danh mục,Chi phí hoạt động quản lý danh mục,1.073.519.394,1.069.414.297,1073519394.0,1069414297.0
Chi phí hoạt động khác của công ty Quản lý quỹ,Chi phí hoạt động khác của công ty Quản lý quỹ,Chi phí hoạt động khác của công ty Quản lý quỹ,4.104.373.596,3.734.348.894,4104373596.0,3734348894.0
Chi phí lãi hợp đồng quản lý tiền gửi,Chi phí lãi hợp đồng quản lý tiền gửi,Chi phí lãi hợp đồng quản lý tiền gửi,69.948.815.774,52.084.533.013,69948815774.0,52084533013.0
Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán,Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán,Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán,2.971.506.848,14.076.185.961,2971506848.0,14076185961.0
Trích lập/(hoàn nhập) chi phí dự phòng phải thu khó đòi,Trích lập/(hoàn nhập) chi phí dự phòng phải thu khó đòi,Trích lập/(hoàn nhập) chi phí dự phòng phải thu khó đòi,5.000.000,(160.568.499),5000000.0,-160568499.0
- Trích lập/(hoàn nhập) chi phí dự phòng phải thu các dịch vụ công ty chứng khoán cung cấp,- Trích lập/(hoàn nhập) chi phí dự phòng phải thu các dịch vụ công ty chứng khoán cung cấp,- Trích lập/(hoàn nhập) chi phí dự phòng phải thu các dịch vụ công ty chứng khoán cung cấp,5.000.000,(160.568.499),5000000.0,-160568499.0
Chi phí hoạt động cho thuê bất động sản đầu tư,Chi phí hoạt động cho thuê bất động sản đầu tư,Chi phí hoạt động cho thuê bất động sản đầu tư,18.576.262.108,15.508.354.597,18576262108.0,15508354597.0
Chi phí khác,Chi phí khác,Chi phí khác,13.609.842.285,5.924.602.842,13609842285.0,5924602842.0
Tổng cộng,Tổng cộng,Tổng cộng,128.703.913.660,111.558.768.564,128703913660.0,111558768564.0
