row_label_raw,row_label_full,Thuế TNDN hoãn lại do hoàn nhập dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm > Thuế TNDN hoãn lại do hoàn nhập dự phòng giảm giá trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ > Thuế TNDN hoãn lại do doanh thu hoàn vốn theo tiến độ năm 2015 đã nộp thuế,Năm nay > 1.009.600.000 > -,Đơn vị tính: VNDNăm trước > 2.960.400.000 > 30.641.602.242 > 25.774.769.047,numeric__Năm nay > 1.009.600.000 > -,numeric__Đơn vị tính: VNDNăm trước > 2.960.400.000 > 30.641.602.242 > 25.774.769.047
Thuế TNDN hoãn lại do hoàn nhập/ (trích lập) dự phòng phải thu tiền bán chứng khoán quá hạn chưa được khấu trừ,Thuế TNDN hoãn lại do hoàn nhập/ (trích lập) dự phòng phải thu tiền bán chứng khoán quá hạn chưa được khấu trừ,Thuế TNDN hoãn lại do hoàn nhập/ (trích lập) dự phòng phải thu tiền bán chứng khoán quá hạn chưa được khấu trừ,11.875.896.646,(29.689.741.615),11875896646.0,-29689741615.0
Thuế TNDN hoãn lại do hoàn nhập dự phòng suy giảm giá trị các khoản cho vay,Thuế TNDN hoãn lại do hoàn nhập dự phòng suy giảm giá trị các khoản cho vay,Thuế TNDN hoãn lại do hoàn nhập dự phòng suy giảm giá trị các khoản cho vay,5.815.961.812,278.870.334,5815961812.0,278870334.0
Thuế TNDN hoãn lại phát sinh do khoản chi phí phát sinh tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản chi phí phát sinh tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản chi phí phát sinh tạm thời chịu thuế,1.222.492.958,(1.731.440.013),1222492958.0,-1731440013.0
Thuế TNDN hoãn lại do doanh thu chưa thực hiện phát sinh khi hợp nhất báo cáo tài chính,Thuế TNDN hoãn lại do doanh thu chưa thực hiện phát sinh khi hợp nhất báo cáo tài chính,Thuế TNDN hoãn lại do doanh thu chưa thực hiện phát sinh khi hợp nhất báo cáo tài chính,-,(3.535.210.077),,-3535210077.0
Thuế TNDN hoãn lại từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Thuế TNDN hoãn lại từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Thuế TNDN hoãn lại từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,(1.717.646.385),(1.605.103.358),-1717646385.0,-1605103358.0
Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL và đánh giá giảm phải trả chứng quyền,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL và đánh giá giảm phải trả chứng quyền,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL và đánh giá giảm phải trả chứng quyền,1.542.425.439,(22.663.505.816),1542425439.0,-22663505816.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,19.748.730.470,430.640.744,19748730470.0,430640744.0
