row_label_raw,row_label_full,col_0,Số cuối năm,Ngán VND Số đầu năm,numeric__Số cuối năm,numeric__Ngán VND Số đầu năm
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,,
- Công ty Cổ phần Thế Thao LPBank Hoàng Anh Gia Lai,Nợ khó đòi đã xử lý > - Công ty Cổ phần Thế Thao LPBank Hoàng Anh Gia Lai,- Công ty Cổ phần Thế Thao LPBank Hoàng Anh Gia Lai,444.052.578,444.052.578,444052578.0,444052578.0
- Công ty TNHH MTV Xây Lắp Điện,Nợ khó đòi đã xử lý > - Công ty TNHH MTV Xây Lắp Điện,- Công ty TNHH MTV Xây Lắp Điện,6.992.216,6.992.216,6992216.0,6992216.0
- Công ty TNHH MTV Khoảng sản Hoàng Anh GL - Kontum,Nợ khó đòi đã xử lý > - Công ty TNHH MTV Khoảng sản Hoàng Anh GL - Kontum,- Công ty TNHH MTV Khoảng sản Hoàng Anh GL - Kontum,3.720.000,3.720.000,3720000.0,3720000.0
TỔNG CỘNG,Nợ khó đòi đã xử lý > TỔNG CỘNG,TỔNG CỘNG,454.764.794,454.764.794,454764794.0,454764794.0
