row_label_raw,row_label_full,Bên liên quan,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),,,
Công ty Cổ phần Đầu tưQuốc tế Hoàng Anh Gia Lai,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Đầu tưQuốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Đầu tưQuốc tế Hoàng Anh Gia Lai,Cho mượnLãi cho vay,860.046.18647.993.234,-37.593.808,,8.600461864799323e+16,-37593808.0
Công ty Cổ phần Chăn nuôiGia Lai,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Chăn nuôiGia Lai,Công ty Cổ phần Chăn nuôiGia Lai,Cho mượn,453.425.000,-,,453425000.0,
Công ty Cổ phần Gia súcLợ Pang,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Gia súcLợ Pang,Công ty Cổ phần Gia súcLợ Pang,Lãi cho vay,-,9.650.903,,,9650903.0
,,,,1.361.464.420,47.244.711,,1361464420.0,47244711.0
