row_label_raw,row_label_full,(1) Công ty Cổ phần Đầu tư Quốc tế Hoàng Anh Gia Lai (trước đây là Công ty TNHH Hưng Thắng Lợi Gia Lai),"Gia Lai, Việt Nam",Đang hoạt động,"93,13","93,13_1","numeric__Gia Lai, Việt Nam",numeric__Đang hoạt động,"numeric__93,13","numeric__93,13_1"
(2) Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,(2) Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,(2) Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,"Champasak, Lào",Đang hoạt động,"100,00","93,13",,,100.0,93.13
(3) Công ty TNHH MTV Phát triển Nông nghiệp Khăn Xay,(3) Công ty TNHH MTV Phát triển Nông nghiệp Khăn Xay,(3) Công ty TNHH MTV Phát triển Nông nghiệp Khăn Xay,"Attapeu, Lào",Đang hoạt động,"100,00","93,13",,,100.0,93.13
(4) Công ty Cổ phần Chăn nuôi Gia Lai,(4) Công ty Cổ phần Chăn nuôi Gia Lai,(4) Công ty Cổ phần Chăn nuôi Gia Lai,"Gia Lai, Việt Nam",Đang hoạt động,"85,00","85,00",,,85.0,85.0
(5) Công ty Cổ phần Gia súc Lợ Pang,(5) Công ty Cổ phần Gia súc Lợ Pang,(5) Công ty Cổ phần Gia súc Lợ Pang,"Gia Lai, Việt Nam",Đang hoạt động,"83,00","83,00",,,83.0,83.0
(6) Công ty Cổ phần Lê Me,(6) Công ty Cổ phần Lê Me,(6) Công ty Cổ phần Lê Me,"Gia Lai, Việt Nam",Đang hoạt động,"87,84","87,84",,,87.84,87.84
(7) Công ty TNHH Sản xuất Bột mì,(7) Công ty TNHH Sản xuất Bột mì,(7) Công ty TNHH Sản xuất Bột mì,"Stung Treng, Campuchia",Đang hoạt động,"100,00","87,84",,,100.0,87.84
(8) Công ty TNHH Nông nghiệp Công nghệ cao Bolaven,(8) Công ty TNHH Nông nghiệp Công nghệ cao Bolaven,(8) Công ty TNHH Nông nghiệp Công nghệ cao Bolaven,"Champasak, Lào",Đang hoạt động,"100,00","93,13",,,100.0,93.13
(9) Công ty TNHH MTV Phát triển Nông nghiệp Hoàn Thịnh Attapeu,(9) Công ty TNHH MTV Phát triển Nông nghiệp Hoàn Thịnh Attapeu,(9) Công ty TNHH MTV Phát triển Nông nghiệp Hoàn Thịnh Attapeu,"Attapeu, Lào",Đang hoạt động,"100,00","87,84",,,100.0,87.84
(10) Công ty Cổ phần Chế biến thức ăn gia súc Trà Bá,(10) Công ty Cổ phần Chế biến thức ăn gia súc Trà Bá,(10) Công ty Cổ phần Chế biến thức ăn gia súc Trà Bá,"Gia Lai, Việt Nam",Đang hoạt động,"100,00","87,84",,,100.0,87.84
(11) Công ty Cổ phần Nông Nghiệp Mang Yang,(11) Công ty Cổ phần Nông Nghiệp Mang Yang,(11) Công ty Cổ phần Nông Nghiệp Mang Yang,"Gia Lai, Việt Nam",Đang hoạt động,"100,00","85,00",,,100.0,85.0
(12) Công ty TNHH Phát triển Nông nghiệp Souk Houng Heang,(12) Công ty TNHH Phát triển Nông nghiệp Souk Houng Heang,(12) Công ty TNHH Phát triển Nông nghiệp Souk Houng Heang,"Champasak, Lào",Trước hoạt động (i),"100,00","93,13",,,100.0,93.13
(13) Công ty Cổ phần Thủy sản Cá Tầm Bolaven,(13) Công ty Cổ phần Thủy sản Cá Tầm Bolaven,(13) Công ty Cổ phần Thủy sản Cá Tầm Bolaven,"Gia Lai, Việt Nam",Đang hoạt động,"100,00","83,00",,,100.0,83.0
(14) Công ty TNHH MTV Cá tầm Bolaven Paksong,(14) Công ty TNHH MTV Cá tầm Bolaven Paksong,(14) Công ty TNHH MTV Cá tầm Bolaven Paksong,"Champasak, Lào",Đang hoạt động,"100,00","83,00",,,100.0,83.0
(15) Công ty Cổ phần Nông nghiệp Phú Quý Gia Lai,(15) Công ty Cổ phần Nông nghiệp Phú Quý Gia Lai,(15) Công ty Cổ phần Nông nghiệp Phú Quý Gia Lai,"Gia Lai, Việt Nam",Đang hoạt động,"99,00","92,20",,,99.0,92.2
(16) Công ty TNHH Phát triển Nông Lâm nghiệp Sanamxay,(16) Công ty TNHH Phát triển Nông Lâm nghiệp Sanamxay,(16) Công ty TNHH Phát triển Nông Lâm nghiệp Sanamxay,"Attapeu, Lào",Đang hoạt động,"91,23","84,12",,,91.23,84.12
(17) Công ty TNHH MTV Phát triển Nông Lâm nghiệp Saysettha,(17) Công ty TNHH MTV Phát triển Nông Lâm nghiệp Saysettha,(17) Công ty TNHH MTV Phát triển Nông Lâm nghiệp Saysettha,"Attapeu, Lào",Đang hoạt động,"91,23","84,12",,,91.23,84.12
