row_label_raw,row_label_full,Bên liên quan,Giao dịch,Năm nay,Ngân VNDNăm trước,numeric__Giao dịch,numeric__Năm nay,numeric__Ngân VNDNăm trước
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Chi hộBán hàng hóa và cung cấp dịch vụChuyển đổi khoản phải thu thành vốn gópLãi cho vayMua hàng hóa,80.8696.171----,754.5371.801777.169.7701.227.94214.628,,,7.54537180177717e+30
Công ty Cổ phần Đầu tư Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Đầu tư Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Đầu tư Quốc tế Hoàng Anh Gia Lai,Chuyển đổi khoản phải thu thành vốn gópChi hộLãi cho vayMua hàng hóa và dịch vụBán hàng hóa và cung cấp dịch vụCho vay,300.000.00087.701.00049.000.5074.789.4461.524.858-,----991.59137.926.81412.355.0681.010.154700.000.000,,,
Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Bán hàng hóa và cung cấp dịch vụChi hộMua lại trái phiếuLãi cho vayLãi trái phiếu,2.777.460715.275--,11.435.224----300.000.00026.123.12117.277.000,,,
Công ty Cổ phần Gia súc Lo' Pang,Công ty Cổ phần Gia súc Lo' Pang,Công ty Cổ phần Gia súc Lo' Pang,Thu tiền gốc vayLãi cho vayChi hộMua hàng hóa và dịch vụBán hàng hóa và cung cấp dịch vụCho vay,306.279.00713.641.250437.160102.00024.761-,----17.812.396486.413102.00056.673244.556.333,,,
Công ty Cổ phần Lê Me,Công ty Cổ phần Gia súc Lo' Pang > Công ty Cổ phần Lê Me,Công ty Cổ phần Lê Me,Chi hộ,1.000.000,-,,1000000.0,
Công ty Cổ phần Thể thao LPBank Hoàng Anh Gia Lai,Công ty Cổ phần Gia súc Lo' Pang > Công ty Cổ phần Thể thao LPBank Hoàng Anh Gia Lai,Công ty Cổ phần Thể thao LPBank Hoàng Anh Gia Lai,Chi hộ,500.524,-,,500524.0,
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty Cổ phần Gia súc Lo' Pang > Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Lãi cho vayChi hộ,3.829.8797.411,3.908.797885.919,,38298797411.0,3908797885919.0
Công ty Cổ phần Cá Nước Ngọt Gia Lai,Công ty Cổ phần Gia súc Lo' Pang > Công ty Cổ phần Cá Nước Ngọt Gia Lai,Công ty Cổ phần Cá Nước Ngọt Gia Lai,Chi hộBán hàng hóa và cung cấp dịch vụ,21.689-,191.037123.758,,,191037123758.0
