row_label_raw,row_label_full,Công ty Cổ phần Đầu tưQuốc tế Hoàng Anh Gia Lai,Tạm ứng mua hàng hóa và dịch vụ,6.356.567,4.887.191,numeric__Tạm ứng mua hàng hóa và dịch vụ,numeric__6.356.567,numeric__4.887.191
Công ty Cổ phần Chăn nuôiGia Lai,Công ty Cổ phần Chăn nuôiGia Lai,Công ty Cổ phần Chăn nuôiGia Lai,Tạm ứng mua hàng hóa và dịch vụ,-,8.640.087,,,8640087.0
,,,,6.356.567,13.527.278,,6356567.0,13527278.0
