row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi thanh lý TSCĐ,Thu nhập khác > Lãi thanh lý TSCĐ,Lãi thanh lý TSCĐ,-,188.348,,188348.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,396.506,224.641,396506.0,224641.0
,,,396.506,412.989,396506.0,412989.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Xóa số công nợ,Chi phí khác > Xóa số công nợ,Xóa số công nợ,32.374.598,18.721.950,32374598.0,18721950.0
Khấu hao TSCĐ không sử dụng,Chi phí khác > Khấu hao TSCĐ không sử dụng,Khấu hao TSCĐ không sử dụng,488.899,266.465,488899.0,266465.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,1.995.658,3.180.090,1995658.0,3180090.0
,,,34.859.155,22.168.505,34859155.0,22168505.0
LỔ KHÁC THUÀN,Chi phí khác > LỔ KHÁC THUÀN,LỔ KHÁC THUÀN,(34.462.649),(21.755.516),-34462649.0,-21755516.0
