row_label_raw,row_label_full,col_0,Năm 2024Triệu VND,Năm 2023Triệu VND,numeric__Năm 2024Triệu VND,numeric__Năm 2023Triệu VND
Thu nhập lãi từ tiền gửi tai công ty con,Thu nhập lãi từ tiền gửi tai công ty con,Thu nhập lãi từ tiền gửi tai công ty con,1.677,-,1677.0,
Thu nhập lãi từ cho vay công ty con,Thu nhập lãi từ cho vay công ty con,Thu nhập lãi từ cho vay công ty con,49.830,57.021,49830.0,57021.0
Thu nhập lãi từ cho vay các bên liên quan khác (i),Thu nhập lãi từ cho vay các bên liên quan khác (i),Thu nhập lãi từ cho vay các bên liên quan khác (i),30.297,20.086,30297.0,20086.0
Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,72.264,78.602,72264.0,78602.0
Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),43.147,62.887,43147.0,62887.0
Thu phí từ các công ty con,Thu phí từ các công ty con,Thu phí từ các công ty con,108,84,108.0,84.0
Thu khác từ công ty con,Thu khác từ công ty con,Thu khác từ công ty con,1.275,1.639,1275.0,1639.0
Phi trả cho các công ty con,Phi trả cho các công ty con,Phi trả cho các công ty con,878,924,878.0,924.0
Thu nhập từ lợi nhuận được chia từ các công ty con,Thu nhập từ lợi nhuận được chia từ các công ty con,Thu nhập từ lợi nhuận được chia từ các công ty con,2.717,612,2717.0,612.0
Thu nhập cổ tức từ các bên liên quan khác (i),Thu nhập cổ tức từ các bên liên quan khác (i),Thu nhập cổ tức từ các bên liên quan khác (i),-,49.852,,49852.0
Gộp vốn vào công ty con,Gộp vốn vào công ty con,Gộp vốn vào công ty con,3.000.000,1.000.000,3000000.0,1000000.0
