row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2024 Triệu VND,Tại ngày > 31.12.2023 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024 Triệu VND,numeric__Tại ngày > 31.12.2023 Triệu VND
1,1,1,Bảo lãnh vay vốn,37.1,54.784,42.766,,371.0,54784.0,42766.0
2,2,2,Cam kết giao dịch hồi đoái,37.1,195.824.188,134.953.935,,371.0,195824188.0,134953935.0
2,2,2,Cam kết mua ngoại tệ,,1.671.699,1.527.131,,,1671699.0,1527131.0
2,2,2,Cam kết bán ngoại tệ,,1.865.951,704.551,,,1865951.0,704551.0
2,2,2,Cam kết giao dịch hoán đổi,,192.286.538,132.722.253,,,192286538.0,132722253.0
4,4,4,Cam kết trong nghiệp vụ L/C,37.1,3.519.014,2.183.846,,371.0,3519014.0,2183846.0
5,5,5,Bảo lãnh khác,37.1,15.330.856,11.922.874,,371.0,15330856.0,11922874.0
6,6,6,Các cam kết khác,37.1,28.349.409,14.410.228,,371.0,28349409.0,14410228.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,38,1.729.633,1.204.623,,38.0,1729633.0,1204623.0
8,8,8,Nợ khó đòi đã xử lý,39,6.687.997,7.284.513,,39.0,6687997.0,7284513.0
9,9,9,Tải sản và chứng từ khác,40,222.172,222.172,,40.0,222172.0,222172.0
