row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác Triệu VND,Cho vay khách hàng Triệu VND,Tiền gửi và vay các TCTD khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Các cam kết tín dụng Triệu VND,Công cụ tài chính phái sinh (i) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,Tổng cộng Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác Triệu VND,numeric__Cho vay khách hàng Triệu VND,numeric__Tiền gửi và vay các TCTD khác Triệu VND,numeric__Tiền gửi của khách hàng Triệu VND,numeric__Các cam kết tín dụng Triệu VND,numeric__Công cụ tài chính phái sinh (i) Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán Triệu VND,numeric__Tổng cộng Triệu VND
Trong nước,Trong nước,Trong nước,101.026.795,569.734.624,94.603.701,539.139.747,26.206.928,106.575.431,121.931.986,1.559.219.212,101026795.0,569734624.0,94603701.0,539139747.0,26206928.0,106575431.0,121931986.0,1559219212.0
Nước ngoài,Nước ngoài,Nước ngoài,7.026.493,-,389.511,-,4.077.467,79.577,-,11.573.048,7026493.0,,389511.0,,4077467.0,79577.0,,11573048.0
,,,108.053.288,569.734.624,94.993.212,539.139.747,30.284.395,106.655.008,121.931.986,1.570.792.260,108053288.0,569734624.0,94993212.0,539139747.0,30284395.0,106655008.0,121931986.0,1570792260.0
