row_label_raw,row_label_full,col_0,31.12.2024Triệu VND,31.12.2023Triệu VND,numeric__31.12.2024Triệu VND,numeric__31.12.2023Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi không kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,109.847.227,96.772.545,109847227.0,96772545.0
- Bằng ngoại tệ,Tiền gửi không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,8.447.796,7.411.358,8447796.0,7411358.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi có kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,126.834.480,102.975.511,126834480.0,102975511.0
- Bằng ngoại tệ,Tiền gửi có kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,341.510,327.629,341510.0,327629.0
Tiền gửi tiết kiệm không kỳ hạn,Tiền gửi tiết kiệm không kỳ hạn,Tiền gửi tiết kiệm không kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi tiết kiệm không kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,519.602,909.014,519602.0,909014.0
- Bằng ngoại tệ,Tiền gửi tiết kiệm không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,3.959.500,3.574.735,3959500.0,3574735.0
Tiền gửi tiết kiệm có kỳ hạn,Tiền gửi tiết kiệm có kỳ hạn,Tiền gửi tiết kiệm có kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi tiết kiệm có kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,285.702.885,268.853.817,285702885.0,268853817.0
- Bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,934.162,745.841,934162.0,745841.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,,,,
- Bằng đồng Việt Nam,Tiền gửi ký quỹ > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,2.105.337,1.517.412,2105337.0,1517412.0
- Bằng ngoại tệ,Tiền gửi ký quỹ > - Bằng ngoại tệ,- Bằng ngoại tệ,130.680,113.479,130680.0,113479.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,,,,
- Bằng đồng Việt Nam,Tiền gửi vốn chuyên dùng > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,105.727,199.592,105727.0,199592.0
- Bằng ngoại tệ,Tiền gửi vốn chuyên dùng > - Bằng ngoại tệ,- Bằng ngoại tệ,210.841,248.320,210841.0,248320.0
,,,539.139.747,483.649.253,539139747.0,483649253.0
