row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2024,Quá hạn > Tại ngày 31 tháng 12 năm 2024,Không chịu lãi suất > Tại ngày 31 tháng 12 năm 2024,Dưới 1 tháng > Tại ngày 31 tháng 12 năm 2024,Từ 1 tháng đến 3 tháng > Tại ngày 31 tháng 12 năm 2024,Từ trên 3 tháng đến 6 tháng > Tại ngày 31 tháng 12 năm 2024,Từ trên 6 tháng đến 12 tháng > Tại ngày 31 tháng 12 năm 2024,Từ trên 1 năm đến 5 năm > Tại ngày 31 tháng 12 năm 2024,Trên 5 năm > Tại ngày 31 tháng 12 năm 2024,Tổng cộng > Tại ngày 31 tháng 12 năm 2024,numeric__Quá hạn > Tại ngày 31 tháng 12 năm 2024,numeric__Không chịu lãi suất > Tại ngày 31 tháng 12 năm 2024,numeric__Dưới 1 tháng > Tại ngày 31 tháng 12 năm 2024,numeric__Từ 1 tháng đến 3 tháng > Tại ngày 31 tháng 12 năm 2024,numeric__Từ trên 3 tháng đến 6 tháng > Tại ngày 31 tháng 12 năm 2024,numeric__Từ trên 6 tháng đến 12 tháng > Tại ngày 31 tháng 12 năm 2024,numeric__Từ trên 1 năm đến 5 năm > Tại ngày 31 tháng 12 năm 2024,numeric__Trên 5 năm > Tại ngày 31 tháng 12 năm 2024,numeric__Tổng cộng > Tại ngày 31 tháng 12 năm 2024
Tài sản Có khác (i),Tài sản > Tài sản Có khác (i),Tài sản Có khác (i),175.815,9.468.664,-,-,-,-,-,-,9.644.479,175815.0,9468664.0,,,,,,,9644479.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,11.458.968,54.417.773,83.831.451,539.426.712,38.423.462,61.876.523,19.584.104,44.390.089,853.409.082,11458968.0,54417773.0,83831451.0,539426712.0,38423462.0,61876523.0,19584104.0,44390089.0,853409082.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,-,-,7.954.853,-,-,-,-,-,7.954.853,,,7954853.0,,,,,,7954853.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,67.113.665,27.528.862,350.685,-,-,-,94.993.212,,,67113665.0,27528862.0,350685.0,,,,94993212.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,128.681.387,172.231.286,117.500.491,89.645.183,31.081.400,-,539.139.747,,,128681387.0,172231286.0,117500491.0,89645183.0,31081400.0,,539139747.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,15.832,-,-,-,12.176,28.008,,,,15832.0,,,,12176.0,28008.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,2.000.000,53.550.000,43.683.537,2.414.618,101.648.155,,,,,2000000.0,53550000.0,43683537.0,2414618.0,101648155.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,21.614.533,-,-,-,-,-,-,21.614.533,,21614533.0,,,,,,,21614533.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,21.614.533,203.749.905,199.775.980,119.851.176,143.195.183,74.764.937,2.426.794,765.378.508,,21614533.0,203749905.0,199775980.0,119851176.0,143195183.0,74764937.0,2426794.0,765378508.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,11.458.968,32.803.240,(119.918.454),339.650.732,(81.427.714),(81.318.660),(55.180.833),41.963.295,88.030.574,11458968.0,32803240.0,-119918454.0,339650732.0,-81427714.0,-81318660.0,-55180833.0,41963295.0,88030574.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Nợ phải trả > Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,1.427.294,287,(154.082),(351.651),(1.036.201),(46.310),-,(160.663),,1427294.0,287.0,-154082.0,-351651.0,-1036201.0,-46310.0,,-160663.0
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng",11.458.968,34.230.534,(119.918.167),339.496.650,(81.779.365),(82.354.861),(55.227.143),41.963.295,87.869.911,11458968.0,34230534.0,-119918167.0,339496650.0,-81779365.0,-82354861.0,-55227143.0,41963295.0,87869911.0
