row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác Triệu VND,Cho vay khách hàng Triệu VND,Tiền gửi và vay các TCTD khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Các cam kết tín dụng Triệu VND,Công cụ tài chính phải sinh (i) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,Tổng cộng Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác Triệu VND,numeric__Cho vay khách hàng Triệu VND,numeric__Tiền gửi và vay các TCTD khác Triệu VND,numeric__Tiền gửi của khách hàng Triệu VND,numeric__Các cam kết tín dụng Triệu VND,numeric__Công cụ tài chính phải sinh (i) Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán Triệu VND,numeric__Tổng cộng Triệu VND
Trong nước,Trong nước,Trong nước,102.323.113,481.276.138,83.396.467,483.649.253,19.696.823,71.379.242,79.343.113,1.321.064.149,102323113.0,481276138.0,83396467.0,483649253.0,19696823.0,71379242.0,79343113.0,1321064149.0
Nước ngoài,Nước ngoài,Nước ngoài,8.902.870,-,919.263,-,2.467.909,5.289,-,12.295.331,8902870.0,,919263.0,,2467909.0,5289.0,,12295331.0
,,,111.225.983,481.276.138,84.315.730,483.649.253,22.164.732,71.384.531,79.343.113,1.333.359.480,111225983.0,481276138.0,84315730.0,483649253.0,22164732.0,71384531.0,79343113.0,1333359480.0
