row_label_raw,row_label_full,col_0,31.12.2024Triệu VND,31.12.2023Triệu VND,numeric__31.12.2024Triệu VND,numeric__31.12.2023Triệu VND
Các khoản phải trả nôi bộ,Các khoản phải trả nôi bộ,Các khoản phải trả nôi bộ,1.239.037,1.438.543,1239037.0,1438543.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,4.788.899,3.808.840,4788899.0,3808840.0
- Chuyển tiền phải trả,- Chuyển tiền phải trả,- Chuyển tiền phải trả,376.277,289.990,376277.0,289990.0
- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 35),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 35),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 35),2.518.354,2.480.993,2518354.0,2480993.0
- Tiền giữ hộ và đời thanh toán,- Tiền giữ hộ và đời thanh toán,- Tiền giữ hộ và đời thanh toán,220.289,291.442,220289.0,291442.0
- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,1.673.979,746.415,1673979.0,746415.0
Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),6.235.417,6.809.333,6235417.0,6809333.0
"Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)",847.237,448.486,847237.0,448486.0
Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),1.480.612,1.775.592,1480612.0,1775592.0
,,,14.591.202,14.280.794,14591202.0,14280794.0
