row_label_raw,row_label_full,col_0,Năm 2024Triệu VND,Năm 2023Triệu VND,numeric__Năm 2024Triệu VND,numeric__Năm 2023Triệu VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thu hồi nợ xấu đã sử dụng dự phòng để xử lý rủi ro,Thu nhập khác > Thu hồi nợ xấu đã sử dụng dự phòng để xử lý rủi ro,Thu hồi nợ xấu đã sử dụng dự phòng để xử lý rủi ro,732.524,872.746,732524.0,872746.0
Thu từ hoạt động kinh doanh khác,Thu nhập khác > Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,126.222,98.993,126222.0,98993.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,306.515,97.667,306515.0,97667.0
,,,1.165.261,1.069.406,1165261.0,1069406.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi về hoạt động kinh doanh khác,Chi phí khác > Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,(336.654),(88.598),-336654.0,-88598.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,(123.333),(180.150),-123333.0,-180150.0
,,,(459.987),(268.748),-459987.0,-268748.0
,,,705.274,800.658,705274.0,800658.0
