row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Năm 2024Triệu VND,Năm 2023Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm 2024Triệu VND,numeric__Năm 2023Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
01,01,01,Mua sắm tài sản cố định,,(890.087),(1.243.832),,,-890087.0,-1243832.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",,147.843,3.618,,,147843.0,3618.0
07,07,07,"Tiền chỉ đầu tư, góp vốn vào các đơn vị khác",,(3.000.000),(1.000.000),,,-3000000.0,-1000000.0
09,09,09,"Tiền thu cố tức và lợi nhuận được chia từ các khoảnđâu tư, góp vốn dài hạn",,12.387,126.169,,,12387.0,126169.0
II,II,II,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ,,(3.729.857),(2.114.045),,,-3729857.0,-2114045.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
04,04,04,"Cổ tức trả cho cố đông, lợi nhuận đã chia",,(3.884.051),(3.377.435),,,-3884051.0,-3377435.0
III,III,III,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,,(3.884.051),(3.377.435),,,-3884051.0,-3377435.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÂN TRONG NĂM,,2.980.813,32.341.674,,,2980813.0,32341674.0
V,V,V,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN TẠITHỜI ĐIỂM ĐẦU NĂM,,135.771.548,103.429.874,,,135771548.0,103429874.0
VII,VII,VII,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN TẠITHỜI ĐIỂM CUỐI NĂM,33,138.752.361,135.771.548,,33.0,138752361.0,135771548.0
