row_label_raw,row_label_full,Tổng giá trị các khoản phải thu quá hạn thanh toán nhưng khó có khả năng thu hồi,31/12/2016 > Giá gốc > 3.385.250.000,31/12/2016 > Giá trị có thể thu hồi > -,01/01/2016 > Giá gốc > 3.770.860.699 > Quá hạn trên 01 năm,01/01/2016 > Giá trị có thể thu hồi > - > Quá hạn trên 03 năm,numeric__31/12/2016 > Giá gốc > 3.385.250.000,numeric__31/12/2016 > Giá trị có thể thu hồi > -,numeric__01/01/2016 > Giá gốc > 3.770.860.699 > Quá hạn trên 01 năm,numeric__01/01/2016 > Giá trị có thể thu hồi > - > Quá hạn trên 03 năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Công ty Cổ phần Tư vấn Giáo dục Sao Tím,Ngắn hạn > Công ty Cổ phần Tư vấn Giáo dục Sao Tím,Công ty Cổ phần Tư vấn Giáo dục Sao Tím,,,-,24.750.000,,,,24750000.0
Công ty CP Tư vấn thiết kế XDCT & TM AET,Ngắn hạn > Công ty CP Tư vấn thiết kế XDCT & TM AET,Công ty CP Tư vấn thiết kế XDCT & TM AET,,,-,130.000.000,,,,130000000.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngắn hạn > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,,,-,70.000.000,,,,70000000.0
Ký quỹ ký cược ngắn hạn,Ngắn hạn > Ký quỹ ký cược ngắn hạn,Ký quỹ ký cược ngắn hạn,,,-,10.500.000,,,,10500000.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,
Công ty IT Fusion,Dài hạn > Công ty IT Fusion,Công ty IT Fusion,,,3.150.000.000,-,,,3150000000.0,
Tổng,Dài hạn > Tổng,Tổng,,,3.150.000.000,235.250.000,,,3150000000.0,235250000.0
