row_label_raw,row_label_full,Giá trị còn lại của tài sản,Năm 2017VND > -,Năm 2016VND > 74.183.546,numeric__Năm 2017VND > -,numeric__Năm 2016VND > 74.183.546
Chi phí khác,Chi phí khác,Chi phí khác,9.319.286.652,1.646.380.622,9319286652.0,1646380622.0
Tổng,Tổng,Tổng,9.319.286.652,1.720.564.168,9319286652.0,1720564168.0
