row_label_raw,row_label_full,col_0,col_1,MS,TM,31/12/2017VND,01/01/2017VND,numeric__col_1,numeric__MS,numeric__TM,numeric__31/12/2017VND,numeric__01/01/2017VND
C-,C-,C-,NỘ PHẢI TRẢ,300,,7.541.439.815.783,6.786.656.136.171,,300.0,,7541439815783.0,6786656136171.0
I.,I.,I.,Nợ ngắn hạn,310,,1.028.185.440.185,1.517.800.792.824,,310.0,,1028185440185.0,1517800792824.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,5.12,525.339.447.213,545.768.292.793,,311.0,512.0,525339447213.0,545768292793.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,92.526.563.231,51.924.418.156,,312.0,,92526563231.0,51924418156.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,5.13,115.872.584.765,158.267.738.027,,313.0,513.0,115872584765.0,158267738027.0
4.,4.,4.,Phải trả người lao động,314,,21.517.486.075,18.389.944.346,,314.0,,21517486075.0,18389944346.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,5.14,140.289.088.202,40.444.232.127,,315.0,514.0,140289088202.0,40444232127.0
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,5.15,463.790.823,22.727.272,,318.0,515.0,463790823.0,22727272.0
9.,9.,9.,Phải trả ngắn hạn khác,319,5.16,92.718.750.075,380.722.104.553,,319.0,516.0,92718750075.0,380722104553.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,5.17,19.299.258.559,301.508.696.730,,320.0,517.0,19299258559.0,301508696730.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,5.18,-,6.526.106.489,,321.0,518.0,,6526106489.0
12.,12.,12.,Quỹ khen thưởng phúc lợi,322,,20.158.471.242,14.226.532.331,,322.0,,20158471242.0,14226532331.0
II.,II.,II.,Nợ dài hạn,330,,6.513.254.375.598,5.268.855.343.347,,330.0,,6513254375598.0,5268855343347.0
1.,1.,1.,Phải trả người bán dài hạn,331,5.12,2.736.363.220,15.158.410.533,,331.0,512.0,2736363220.0,15158410533.0
3.,3.,3.,Chi phí phải trả dài hạn,333,5.13,3.009.079.072,-,,333.0,513.0,3009079072.0,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,5.15,5.352.249.276,283.659.965,,336.0,515.0,5352249276.0,283659965.0
7.,7.,7.,Phải trả dài hạn khác,337,5.16,1.176.034.606.485,952.103.446.757,,337.0,516.0,1176034606485.0,952103446757.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,5.17,5.295.353.481.178,4.278.233.378.817,,338.0,517.0,5295353481178.0,4278233378817.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,5.18,30.768.596.367,23.076.447.275,,342.0,518.0,30768596367.0,23076447275.0
D-,D-,D-,VỐN CHỦ SỐ HỮU,400,,3.227.386.816.820,2.533.196.526.311,,400.0,,3227386816820.0,2533196526311.0
I-,I-,I-,Vốn chủ sở hữu,410,,3.227.386.816.820,2.533.196.526.311,,410.0,,3227386816820.0,2533196526311.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,5.19,2.510.589.130.000,1.763.294.160.000,,411.0,519.0,2510589130000.0,1763294160000.0
,,,Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.510.589.130.000,1.763.294.160.000,,,,2510589130000.0,1763294160000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,5.19,85.174.473.675,69.840.926.959,,412.0,519.0,85174473675.0,69840926959.0
7.,7.,7.,Quỹ đầu tư phát triển,418,5.19,100.830.835.329,80.771.817.761,,418.0,519.0,100830835329.0,80771817761.0
10.,10.,10.,Lợi nhuận sau thuế chưa phân phốiLNST chưa phân phối lũy kế đến cuối kỳ trước,421,5.19,514.859.968.150,502.306.388.914,,421.0,519.0,514859968150.0,502306388914.0
,,,Lợi nhuận sau thuế chưa phân phốiLNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,210.028.716.606,101.783.539.232,,,,210028716606.0,101783539232.0
,,,LNST chưa phân phối kỳ này,421b,,304.831.251.544,400.522.849.682,,,,304831251544.0,400522849682.0
12.,12.,12.,Lợi ích cổ đông không kiểm soát,429,,15.932.409.666,116.983.232.677,,429.0,,15932409666.0,116983232677.0
TỔNG CỘNG NGUỒN VỐN(440 = 300+400),TỔNG CỘNG NGUỒN VỐN(440 = 300+400),TỔNG CỘNG NGUỒN VỐN(440 = 300+400),TỔNG CỘNG NGUỒN VỐN(440 = 300+400),440,,10.768.826.632.603,9.319.852.662.482,,440.0,,10768826632603.0,9319852662482.0
