row_label_raw,row_label_full,col_0,Năm 2017VND,Năm 2016VND,numeric__Năm 2017VND,numeric__Năm 2016VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,31.427.906.265,51.636.099.603,31427906265.0,51636099603.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,5.073.363.004,6.005.842.093,5073363004.0,6005842093.0
"Chi phí nguyên vật liệu, bao bì","Chi phí nguyên vật liệu, bao bì","Chi phí nguyên vật liệu, bao bì",4.753.786,8.844.000,4753786.0,8844000.0
"Chi phí dùng cụ, đồ dùng","Chi phí dùng cụ, đồ dùng","Chi phí dùng cụ, đồ dùng",997.120.944,294.188.198,997120944.0,294188198.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,53.943.417,2.897.420,53943417.0,2897420.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,3.849.607.876,5.433.904.163,3849607876.0,5433904163.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,21.449.117.238,39.890.423.729,21449117238.0,39890423729.0
Chi phí quản lý,Chi phí quản lý,Chi phí quản lý,109.294.553.354,107.276.061.286,109294553354.0,107276061286.0
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,44.797.172.973,32.845.124.458,44797172973.0,32845124458.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,984.552.620,24.561.025,984552620.0,24561025.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,3.965.613.124,2.563.545.767,3965613124.0,2563545767.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,4.917.761.068,4.538.763.874,4917761068.0,4538763874.0
Thuế phí và lệ phí,Thuế phí và lệ phí,Thuế phí và lệ phí,375.637.872,472.194.864,375637872.0,472194864.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,235.250.000,1.162.374.526,235250000.0,1162374526.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,19.681.920.327,17.395.465.077,19681920327.0,17395465077.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,34.336.645.370,48.274.031.695,34336645370.0,48274031695.0
Tổng,Tổng,Tổng,140.722.459.619,158.912.160.889,140722459619.0,158912160889.0
