row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2017VND,Năm 2016VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2017VND,numeric__Năm 2016VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,5.21,2.195.365.958.836,2.960.463.015.992,,1.0,521.0,2195365958836.0,2960463015992.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,5.22,17.710.637.515,174.340.359.461,,2.0,522.0,17710637515.0,174340359461.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,,2.177.655.321.321,2.786.122.656.531,,10.0,,2177655321321.0,2786122656531.0
4.,4.,4.,Giá vốn hàng bán,11,5.23,1.545.476.259.810,1.998.936.509.192,,11.0,523.0,1545476259810.0,1998936509192.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,632.179.061.511,787.186.147.339,,20.0,,632179061511.0,787186147339.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,5.24,37.944.883.607,36.847.213.522,,21.0,524.0,37944883607.0,36847213522.0
7.,7.,7.,Chi phí tài chính,22,5.25,171.266.076.252,199.195.653.870,,22.0,525.0,171266076252.0,199195653870.0
,,,Trong đó: Chi phí lãi vay,23,,167.990.860.226,185.782.553.870,,23.0,,167990860226.0,185782553870.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,11.271.374.650,19.077.749.465,,24.0,,11271374650.0,19077749465.0
9.,9.,9.,Chi phí bán hàng,25,5.26,31.427.906.265,51.636.099.603,,25.0,526.0,31427906265.0,51636099603.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,5.26,109.294.553.354,107.276.061.286,,26.0,526.0,109294553354.0,107276061286.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20+(21-22)-(25+26)},30,,369.406.783.897,485.003.295.567,,30.0,,369406783897.0,485003295567.0
12.,12.,12.,Thu nhập khác,31,5.27,7.438.913.505,6.407.688.808,,31.0,527.0,7438913505.0,6407688808.0
123,123,123,Chi phí khác,32,5.28,9.319.286.652,1.720.564.168,,32.0,528.0,9319286652.0,1720564168.0
14.,14.,14.,Lợi nhuận khác (40 = 31-32),40,,(1.880.373.147),4.687.124.640,,40.0,,-1880373147.0,4687124640.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),50,,367.526.410.750,489.690.420.207,,50.0,,367526410750.0,489690420207.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,5.29,69.989.630.046,85.762.523.407,,51.0,529.0,69989630046.0,85762523407.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,297.536.780.704,403.927.896.800,,60.0,,297536780704.0,403927896800.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,304.831.251.544,403.235.110.153,,61.0,,304831251544.0,403235110153.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(7.294.470.840),692.786.647,,62.0,,-7294470840.0,692786647.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,5.30,1.470,2.728,,70.0,530.0,1470.0,2728.0
