row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,64.134.965.486.838,75.310.106.606.268,,,64134965486838.0,75310106606268.0
02,02,02,Các khoản giảm trừ doanh thu,,-,(304.809.430.862),,,,-304809430862.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,25,64.134.965.486.838,75.005.297.175.406,,25.0,64134965486838.0,75005297175406.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,26,52.728.949.502.327,58.086.688.538.104,,26.0,52728949502327.0,58086688538104.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,11.406.015.984.511,16.918.608.637.302,,,11406015984511.0,16918608637302.0
21,21,21,Doanh thu hoạt động tài chính,27,1.451.117.996.323,1.664.550.734.786,,27.0,1451117996323.0,1664550734786.0
22,22,22,Chi phí tài chính,28,169.134.841.287,240.940.076.023,,28.0,169134841287.0,240940076023.0
23,23,23,- Trong đó: Chi phí lãi vay,28,101.218.192.497,197.609.807.262,,28.0,101218192497.0,197609807262.0
24,24,24,Phần lỗ trong công ty liên kết,,11.351.394.583,504.636.282,,,11351394583.0,504636282.0
25,25,25,Chi phí bán hàng,29,1.943.004.886.832,2.394.374.579.372,,29.0,1943004886832.0,2394374579372.0
26,26,26,Chi phí quản lý doanh nghiệp,30,769.205.023.620,875.266.258.698,,30.0,769205023620.0,875266258698.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 24 - 25 - 26),,9.964.437.834.512,15.072.073.821.713,,,9964437834512.0,15072073821713.0
31,31,31,Thu nhập khác,,50.448.429.544,16.104.369.827,,,50448429544.0,16104369827.0
32,32,32,Chi phí khác,,36.822.035.359,19.915.348.120,,,36822035359.0,19915348120.0
40,40,40,Lợi nhuận/(lỗ) khác (40 = 31 - 32),,13.626.394.185,(3.810.978.293),,,13626394185.0,-3810978293.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,9.978.064.228.697,15.068.262.843.420,,,9978064228697.0,15068262843420.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",31,2.037.319.332.206,2.967.381.924.337,,31.0,2037319332206.0,2967381924337.0
52,52,52,(Thu nhập)/chi phí thuế TNDN hoãn lại,31,(31.046.323.461),15.229.609.228,,31.0,-31046323461.0,15229609228.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,7.971.791.219.952,12.085.651.309.855,,,7971791219952.0,12085651309855.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Lợi nhuận sau thuế TNDN của Công ty mẹ,,7.854.955.921.939,11.902.248.028.143,,,7854955921939.0,11902248028143.0
62,62,62,Lợi nhuận sau thuế TNDN của cổ đông không kiểm soát,,116.835.298.013,183.403.281.712,,,116835298013.0,183403281712.0
70,70,70,Lãi cơ bản trên cổ phiếu,23(a),4.028,6.059,,,4028.0,6059.0
71,71,71,Lãi suy giảm trên cổ phiếu,23(b),4.028,6.059,,,4028.0,6059.0
