row_label_raw,row_label_full,col_0,2020,2020_1,2019,2019_1,numeric__2020,numeric__2020_1,numeric__2019,numeric__2019_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đangđi trên đường,Hàng mua đangđi trên đường,Hàng mua đangđi trên đường,65.504.882.633,-,13.193.519.943,-,65504882633.0,,13193519943.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,211.521.452.922,-,326.909.316.758,-,211521452922.0,,326909316758.0,
Phụ tùng thay thế,Phụ tùng thay thế,Phụ tùng thay thế,770.842.840.540,(66.573.916.632),737.024.844.499,(70.586.887.288),770842840540.0,-66573916632.0,737024844499.0,-70586887288.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",57.042.753.193,-,56.051.032.989,-,57042753193.0,,56051032989.0,
Chi phí SXKDđở dang,Chi phí SXKDđở dang,Chi phí SXKDđở dang,4.822.446.362,-,30.191.402.152,-,4822446362.0,,30191402152.0,
Thành phẩm,Thành phẩm,Thành phẩm,76.012.518.761,-,84.266.088.363,-,76012518761.0,,84266088363.0,
Hàng hóa,Hàng hóa,Hàng hóa,417.131.876.144,-,397.653.205.692,-,417131876144.0,,397653205692.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,126.267.913.440,-,-,-,126267913440.0,,,
,,,1.729.146.683.995,(66.573.916.632),1.645.289.410.396,(70.586.887.288),1729146683995.0,-66573916632.0,1645289410396.0,-70586887288.0
