row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
300,300,300,NỘ PHẢI TRẢ,,13.708.720.044.649,12.564.256.032.003,,,13708720044649.0,12564256032003.0
310,310,310,Nợ ngắn hạn,,9.748.781.422.071,9.964.436.306.143,,,9748781422071.0,9964436306143.0
311,311,311,Phải trả người bán ngắn hạn,14,2.676.585.638.208,1.913.892.958.734,,14.0,2676585638208.0,1913892958734.0
312,312,312,Người mua trả tiền trước ngắn hạn,,228.058.965.321,202.837.473.408,,,228058965321.0,202837473408.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(c),553.509.459.627,876.865.173.928,,,553509459627.0,876865173928.0
314,314,314,Phải trả người lao động,,199.352.091.251,118.098.347.249,,,199352091251.0,118098347249.0
315,315,315,Chi phí phải trả ngắn hạn,16,3.767.917.733.282,4.047.844.728.329,,16.0,3767917733282.0,4047844728329.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,77.365.272.465,936.607.573,,,77365272465.0,936607573.0
319,319,319,Phải trả ngắn hạn khác,17,749.208.259.798,1.029.191.512.264,,17.0,749208259798.0,1029191512264.0
320,320,320,Vay ngắn hạn,18(a),1.017.470.000.000,1.340.567.850.126,,,1017470000000.0,1340567850126.0
321,321,321,Dự phòng phải trả ngắn hạn,,-,9.050.349.783,,,,9050349783.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,479.314.002.119,425.151.304.749,,19.0,479314002119.0,425151304749.0
330,330,330,Nợ dài hạn,,3.959.938.622.578,2.599.819.725.860,,,3959938622578.0,2599819725860.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,21.600.730.715,22.464.760.780,,,21600730715.0,22464760780.0
337,337,337,Phải trả dài hạn khác,,93.020.749.601,86.941.807.721,,,93020749601.0,86941807721.0
338,338,338,Vay dài hạn,18(b),1.963.867.248.970,1.455.930.000.000,,,1963867248970.0,1455930000000.0
341,341,341,Thuế thu nhập hoãn lại phải trả,,171.627.679.439,182.000.454.368,,,171627679439.0,182000454368.0
342,342,342,Dự phòng phải trả dài hạn,20,1.700.127.271.921,836.651.603.962,,20.0,1700127271921.0,836651603962.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,9.694.941.932,15.831.099.029,,,9694941932.0,15831099029.0
400,400,400,VỐN CHỦ SỞ HỮU,,49.499.680.985.454,49.614.531.357.631,,,49499680985454.0,49614531357631.0
410,410,410,Vốn chủ sở hữu,,49.499.680.985.454,49.614.531.357.631,,,49499680985454.0,49614531357631.0
411,411,411,Vốn góp của chủ sở hữu,"21, 22",19.139.500.000.000,19.139.500.000.000,,,19139500000000.0,19139500000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,19.139.500.000.000,19.139.500.000.000,,,19139500000000.0,19139500000000.0
412,412,412,Thặng dư vốn cổ phần,22,210.679.541.297,210.679.541.297,,22.0,210679541297.0,210679541297.0
414,414,414,Vốn khác của chủ sở hữu,22,196.658.562.648,196.658.562.648,,22.0,196658562648.0,196658562648.0
418,418,418,Quỹ đầu tư phát triển,22,18.853.826.843.892,18.844.379.948.876,,22.0,18853826843892.0,18844379948876.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,22,6.287.318.113,6.287.318.113,,22.0,6287318113.0,6287318113.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",22,10.028.673.271.871,10.109.461.187.456,,22.0,10028673271871.0,10109461187456.0
421a,421a,421a,- LNST chưa phân phối lũy kế củacác năm trước,,2.319.480.175.551,59.908.671.304,,,2319480175551.0,59908671304.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,7.709.193.096.320,10.049.552.516.152,,,7709193096320.0,10049552516152.0
429,429,429,Lợi ích cổ đông không kiểm soát,22,1.064.055.447.633,1.107.564.799.241,,22.0,1064055447633.0,1107564799241.0
440,440,440,TỔNG NGUỒN VỐN,,63.208.401.030.103,62.178.787.389.634,,,63208401030103.0,62178787389634.0
