row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
200,200,200,TÀI SẢN DÀI HẠN,,23.736.173.735.371,20.363.390.617.402,,,23736173735371.0,20363390617402.0
210,210,210,Các khoản phải thu dài hạn,,162.062.201.594,127.884.370.801,,,162062201594.0,127884370801.0
212,212,212,Trả trước cho người bán dài hạn,6(b),73.909.907.257,79.220.337.859,,,73909907257.0,79220337859.0
216,216,216,Phải thu dài hạn khác,7(b),88.152.294.337,48.664.032.942,,,88152294337.0,48664032942.0
220,220,220,Tài sản cố định,,19.773.601.197.998,15.849.872.770.378,,,19773601197998.0,15849872770378.0
221,221,221,Tài sản cố định hữu hình,11(a),19.335.105.714.286,15.437.766.089.565,,,19335105714286.0,15437766089565.0
222,222,222,Nguyên giá,,54.739.218.312.039,48.513.599.270.479,,,54739218312039.0,48513599270479.0
223,223,223,Giá trị khấu hao lũy kế,,(35.404.112.597.753),(33.075.833.180.914),,,-35404112597753.0,-33075833180914.0
227,227,227,Tài sản cố định vô hình,11(b),438.495.483.712,412.106.680.813,,,438495483712.0,412106680813.0
228,228,228,Nguyên giá,,585.234.713.955,539.724.659.083,,,585234713955.0,539724659083.0
229,229,229,Giá trị khấu hao lũy kế,,(146.739.230.243),(127.617.978.270),,,-146739230243.0,-127617978270.0
230,230,230,Bất động sản đầu tư,,22.357.771.534,23.186.576.974,,,22357771534.0,23186576974.0
231,231,231,Nguyên giá,,26.427.782.233,26.427.782.233,,,26427782233.0,26427782233.0
232,232,232,Giá trị khấu hao lũy kế,,(4.070.010.699),(3.241.205.259),,,-4070010699.0,-3241205259.0
240,240,240,Tài sản dở dang dài hạn,,2.302.958.751.607,3.020.872.112.628,,,2302958751607.0,3020872112628.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,2.302.958.751.607,3.020.872.112.628,,12.0,2302958751607.0,3020872112628.0
250,250,250,Đầu tư tài chính dài hạn,,379.189.574.851,404.693.951.815,,,379189574851.0,404693951815.0
252,252,252,Đầu tư vào công ty liên kết,4(b),369.189.574.851,394.693.951.815,,,369189574851.0,394693951815.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(c),35.000.000.000,35.000.000.000,,,35000000000.0,35000000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(c),(25.000.000.000),(25.000.000.000),,,-25000000000.0,-25000000000.0
260,260,260,Tài sản dài hạn khác,,1.096.004.237.787,936.880.834.806,,,1096004237787.0,936880834806.0
261,261,261,Chi phí trả trước dài hạn,10(b),1.022.822.668.367,823.187.362.762,,,1022822668367.0,823187362762.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,50.808.879.996,30.489.957.914,,,50808879996.0,30489957914.0
269,269,269,Lợi thế thương mại,13,22.372.689.424,83.203.514.130,,13.0,22372689424.0,83203514130.0
270,270,270,TỔNG TÀI SẢN,,63.208.401.030.103,62.178.787.389.634,,,63208401030103.0,62178787389634.0
