row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
100,100,100,TÀI SẢN NGẮN HẠN,,39.472.227.294.732,41.815.396.772.232,,,39472227294732.0,41815396772232.0
110,110,110,Tiền và các khoản tương đương tiền,3,5.237.246.729.402,4.475.889.167.227,,3.0,5237246729402.0,4475889167227.0
111,111,111,Tiền,,1.323.144.129.455,1.151.995.985.522,,,1323144129455.0,1151995985522.0
112,112,112,Các khoản tương đương tiền,,3.914.102.599.947,3.323.893.181.705,,,3914102599947.0,3323893181705.0
120,120,120,Đầu tư tài chính ngắn hạn,,21.613.236.327.512,24.915.000.000.000,,,21613236327512.0,24915000000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),21.613.236.327.512,24.915.000.000.000,,,21613236327512.0,24915000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,10.239.199.864.118,10.358.798.068.406,,,10239199864118.0,10358798068406.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,5.579.798.691.334,4.683.939.543.842,,5.0,5579798691334.0,4683939543842.0
132,132,132,Trả trước cho người bán ngắn hạn,6(a),435.275.808.580,844.110.099.287,,,435275808580.0,844110099287.0
136,136,136,Phải thu ngắn hạn khác,7(a),4.620.069.494.260,5.142.871.041.447,,,4620069494260.0,5142871041447.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(395.944.130.056),(312.832.668.282),,8.0,-395944130056.0,-312832668282.0
139,139,139,Tài sản thiếu chờ xử lý,,-,710.052.112,,,,710052112.0
140,140,140,Hàng tồn kho,9,1.662.572.767.363,1.574.702.523.108,,9.0,1662572767363.0,1574702523108.0
141,141,141,Hàng tồn kho,,1.729.146.683.995,1.645.289.410.396,,,1729146683995.0,1645289410396.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(66.573.916.632),(70.586.887.288),,,-66573916632.0,-70586887288.0
150,150,150,Tài sản ngắn hạn khác,,719.971.606.337,491.007.013.491,,,719971606337.0,491007013491.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),57.558.696.174,89.084.285.844,,,57558696174.0,89084285844.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",15(a),609.333.648.494,367.882.617.612,,,609333648494.0,367882617612.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(b),53.079.261.669,34.040.110.035,,,53079261669.0,34040110035.0
