row_label_raw,row_label_full,col_0,col_1,2020VND,2019VND,numeric__col_1,numeric__2020VND,numeric__2019VND
(a),(a),(a),Thuế GTGT được khấu trừ,,,,,
(a),(a) > (a),(a),Thuế GTGT được khấu trừ,609.333.648.494,367.882.617.612,,609333648494.0,367882617612.0
(b),(b),(b),Thuế và các khoản khác phải thu Nhà nước,,,,,
(b),(b) > (b),(b),Thuế nhập khẩu,19.401.795.154,27.428.515.001,,19401795154.0,27428515001.0
(b),(b) > (b),(b),Thuế GTGT hàng nhập khẩu,4.417.560.000,4.417.560.000,,4417560000.0,4417560000.0
(b),(b) > (b),(b),Khác,29.259.906.515,2.194.035.034,,29259906515.0,2194035034.0
(b),(b) > (b),(b),,53.079.261.669,34.040.110.035,,53079261669.0,34040110035.0
(c),(c),(c),Thuế và các khoản khác phải nộp Nhà nước,,,,,
(c),(c) > (c),(c),Thuế TNDN,418.594.123.561,730.842.141.300,,418594123561.0,730842141300.0
(c),(c) > (c),(c),Thuế GTGT,83.968.878.509,123.184.820.181,,83968878509.0,123184820181.0
(c),(c) > (c),(c),Thuế thu nhập cá nhân,18.192.891.764,19.798.265.373,,18192891764.0,19798265373.0
(c),(c) > (c),(c),Khác,32.753.565.793,3.039.947.074,,32753565793.0,3039947074.0
,,,,553.509.459.627,876.865.173.928,,553509459627.0,876865173928.0
