row_label_raw,row_label_full,col_0,Tại ngày1.1.2020VND,TăngVND,GiảmVND,Đánh giá lạiVND,Nợ dài hạnđến hạn trảVND,Tại ngày31.12.2020VND,numeric__Tại ngày1.1.2020VND,numeric__TăngVND,numeric__GiảmVND,numeric__Đánh giá lạiVND,numeric__Nợ dài hạnđến hạn trảVND,numeric__Tại ngày31.12.2020VND
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,369.947.850.126,721.693.189.560,(1.041.641.039.686),-,-,50.000.000.000,369947850126.0,721693189560.0,-1041641039686.0,,,50000000000.0
Vay ngân hàng dài hạnđáo hạn trong vòng 1 năm,Vay ngân hàng dài hạnđáo hạn trong vòng 1 năm,Vay ngân hàng dài hạnđáo hạn trong vòng 1 năm,970.620.000.000,-,(978.390.000.000),5.985.000.000,969.255.000.000,967.470.000.000,970620000000.0,,-978390000000.0,5985000000.0,969255000000.0,967470000000.0
,,,1.340.567.850.126,721.693.189.560,(2.020.031.039.686),5.985.000.000,969.255.000.000,1.017.470.000.000,1340567850126.0,721693189560.0,-2020031039686.0,5985000000.0,969255000000.0,1017470000000.0
Chi tiết số dư cuối năm của các khoản vay ngân hạn như sau:,Chi tiết số dư cuối năm của các khoản vay ngân hạn như sau:,Chi tiết số dư cuối năm của các khoản vay ngân hạn như sau:,Chi tiết số dư cuối năm của các khoản vay ngân hạn như sau:,Chi tiết số dư cuối năm của các khoản vay ngân hạn như sau:,Chi tiết số dư cuối năm của các khoản vay ngân hạn như sau:,Chi tiết số dư cuối năm của các khoản vay ngân hạn như sau:,Chi tiết số dư cuối năm của các khoản vay ngân hạn như sau:,Chi tiết số dư cuối năm của các khoản vay ngân hạn như sau:,,,,,,
,,,,,Tại ngày31.12.2020VND,Mục đích vay,Lãi suất,Tài sản thế chấp,,,,,,
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,,,,,,,,,,,,
Ngân hàng Đầu tư và Phát triển Việt Nam,Vay ngân hàng > Ngân hàng Đầu tư và Phát triển Việt Nam,Ngân hàng Đầu tư và Phát triển Việt Nam,,30.000.000.000,,Bổ sung nhu cầuvốn lưu động,(*),Tín chấpĐầu tư ngắn hạn nãmgiữ đến ngày đáo hạn(Thuyết minh 4),,30000000000.0,,,,
Ngân hàng TMCP Ngoại thương Việt Nam,Vay ngân hàng > Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,,20.000.000.000,,Bổ sung nhu cầuvốn lưu động,(*),Tín chấpĐầu tư ngắn hạn nãmgiữ đến ngày đáo hạn(Thuyết minh 4),,20000000000.0,,,,
