row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.944.595.766.531,2.089.721.996.200,,,1944595766531.0,2089721996200.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,169.627.794.778,243.737.481.683,,4.0,169627794778.0,243737481683.0
111,111,111,1. Tiền,,125.567.404.067,47.509.379.884,,,125567404067.0,47509379884.0
112,112,112,2. Các khoản tương đương tiền,,44.060.390.711,196.228.101.799,,,44060390711.0,196228101799.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,46.925.900.000,20.684.521.376,,,46925900000.0,20684521376.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,5,46.925.900.000,20.684.521.376,,5.0,46925900000.0,20684521376.0
130,130,130,III. Các khoản phải thu ngắn hạn,,672.061.104.522,548.508.666.602,,,672061104522.0,548508666602.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,701.689.962.410,571.066.368.037,,6.0,701689962410.0,571066368037.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,121.084.389.667,93.565.611.325,,7.0,121084389667.0,93565611325.0
134,134,134,3. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,7.256.450.927,10.045.211.083,,,7256450927.0,10045211083.0
135,135,135,4. Phải thu về cho vay ngắn hạn,8,133.629.335.380,127.990.315.380,,8.0,133629335380.0,127990315380.0
136,136,136,5. Phải thu ngắn hạn khác,9,149.843.779.677,193.208.174.598,,9.0,149843779677.0,193208174598.0
137,137,137,6. Dự phòng phải thu ngắn hạn khó đòi,10,(441.442.813.539),(447.367.013.821),,10.0,-441442813539.0,-447367013821.0
140,140,140,IV. Hàng tồn kho,11,679.077.692.093,933.585.211.071,,11.0,679077692093.0,933585211071.0
141,141,141,1. Hàng tồn kho,,819.462.652.703,1.157.937.314.388,,,819462652703.0,1157937314388.0
149,149,149,2. Dự phòng giảm giả hàng tồn kho,,(140.384.960.610),(224.352.103.317),,,-140384960610.0,-224352103317.0
150,150,150,V. Tài sản ngắn hạn khác,,376.903.275.138,343.206.115.468,,,376903275138.0,343206115468.0
151,151,151,1. Chỉ phí trả trước ngắn hạn,15,22.475.572.688,16.086.550.228,,15.0,22475572688.0,16086550228.0
152,152,152,2. Thuế GTGT được khấu trừ,19,128.412.453.749,97.918.607.865,,19.0,128412453749.0,97918607865.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,359.459.976,3.545.168.649,,19.0,359459976.0,3545168649.0
155,155,155,4. Tài sản ngắn hạn khác,22,225.655.788.725,225.655.788.726,,22.0,225655788725.0,225655788726.0
200,200,200,B. TÀI SẢN DÀI HẠN,,1.061.469.297.427,748.617.382.935,,,1061469297427.0,748617382935.0
210,210,210,I. Khoản phải thu dài hạn,,3.136.270.000,4.581.360.000,,,3136270000.0,4581360000.0
215,215,215,1. Phải thu về cho vay dài hạn,8,3.136.270.000,4.581.360.000,,8.0,3136270000.0,4581360000.0
220,220,220,II. Tài sản cố định,,372.762.049.935,370.918.784.493,,,372762049935.0,370918784493.0
221,221,221,1. Tài sản cố định hữu hình,12,268.118.175.350,267.461.829.032,,12.0,268118175350.0,267461829032.0
222,222,222,Nguyên giá,,783.944.538.944,771.668.759.672,,,783944538944.0,771668759672.0
223,223,223,Giá trị khấu hao lũy kế,,(515.826.363.594),(504.206.930.640),,,-515826363594.0,-504206930640.0
227,227,227,2. Tài sản cố định vô hình,13,104.643.874.585,103.456.955.461,,13.0,104643874585.0,103456955461.0
228,228,228,Nguyên giá,,141.860.962.784,134.454.100.420,,,141860962784.0,134454100420.0
229,229,229,Giá trị hao mòn lũy kế,,(37.217.088.199),(30.997.144.959),,,-37217088199.0,-30997144959.0
240,240,240,III. Tài sản dở dang dài hạn,,101.960.776.507,61.520.035.845,,,101960776507.0,61520035845.0
242,242,242,1. Chỉ phí xây dựng cơ bản dở dang,14,101.960.776.507,61.520.035.845,,14.0,101960776507.0,61520035845.0
250,250,250,IV. Đầu tư tài chính dài hạn,,358.684.007.631,73.111.279.908,,,358684007631.0,73111279908.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",16,357.580.222.865,69.921.495.142,,16.0,357580222865.0,69921495142.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,1.079.784.766,1.079.784.766,,,1079784766.0,1079784766.0
255,255,255,3. Đầu tư nằm giữ đến ngày đáo hạn,,24.000.000,2.110.000.000,,,24000000.0,2110000000.0
260,260,260,V. Tài sản dài hạn khác,,224.926.193.354,238.485.922.689,,,224926193354.0,238485922689.0
261,261,261,1. Chỉ phí trả trước dài hạn,15,78.887.162.357,71.332.814.926,,15.0,78887162357.0,71332814926.0
269,269,269,2. Lợi thể thương mại,17,146.039.030.997,167.153.107.763,,17.0,146039030997.0,167153107763.0
270,270,270,TỔNG CỘNG TÀI SẢN,,3.006.065.063.958,2.838.339.379.135,,,3006065063958.0,2838339379135.0
