row_label_raw,row_label_full,Công ty,Thuế suất Thuế TNDN,Uu đãi Thuế TNDN,numeric__Thuế suất Thuế TNDN,numeric__Uu đãi Thuế TNDN
Công ty Cổ phần Tập đoàn Kỹ nghệGỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệGỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệGỗ Trường Thành,20% lợi nhuận chịu thuế,,,
Công ty Cổ phần Trường ThànhCông ty Cổ phần Chế biển Gỗ Trường ThànhCông ty Cổ phần Trường ThànhXanhCông ty Cổ phần Lâm nghiệpTrường Thành,Công ty Cổ phần Trường ThànhCông ty Cổ phần Chế biển Gỗ Trường ThànhCông ty Cổ phần Trường ThànhXanhCông ty Cổ phần Lâm nghiệpTrường Thành,Công ty Cổ phần Trường ThànhCông ty Cổ phần Chế biển Gỗ Trường ThànhCông ty Cổ phần Trường ThànhXanhCông ty Cổ phần Lâm nghiệpTrường Thành,"10% lợi nhuận chịu thuế trong mười lăm (15) năm kể từ ngày bắt đầu đi vào hoạt động, và chịu thuế suất thông dụng theo quy định hiện hành trong những năm tiếp theo",Miễn thuế TNDN trong bốn (4) năm kể từ khi kinh doanh có lợi nhuận chịu thuế và giảm 50% thuế suất thuế TNDN trong chín (9) năm tiếp theo,,
Các công ty con khác,Các công ty con khác,Các công ty con khác,20% lợi nhuận chịu thuế,,,
