row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu,Doanh thu,Doanh thu,2.014.424.647.092,1.626.523.010.460,2014424647092.0,1626523010460.0
"Doanh thu bán nguyên liệu, thành phẩm và hàng hóa","Doanh thu bán nguyên liệu, thành phẩm và hàng hóa","Doanh thu bán nguyên liệu, thành phẩm và hàng hóa",1.586.184.467.400,1.407.572.739.825,1586184467400.0,1407572739825.0
"Doanh thu hợp đồng thí công, lắp đặt","Doanh thu hợp đồng thí công, lắp đặt","Doanh thu hợp đồng thí công, lắp đặt",337.377.629.618,169.090.432.057,337377629618.0,169090432057.0
Doanh thu bán rừng,Doanh thu bán rừng,Doanh thu bán rừng,74.822.611.114,32.323.400.000,74822611114.0,32323400000.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,16.039.938.960,17.536.438.578,16039938960.0,17536438578.0
Trừ,Trừ,Trừ,(13.145.526.323),(19.483.495.549),-13145526323.0,-19483495549.0
Hàng bán bị trả lại,Hàng bán bị trả lại,Hàng bán bị trả lại,(9.823.994.814),(15.948.172.393),-9823994814.0,-15948172393.0
Giảm giá hàng bán,Giảm giá hàng bán,Giảm giá hàng bán,(3.321.531.509),(3.535.323.156),-3321531509.0,-3535323156.0
DOANH THU THUẢN,DOANH THU THUẢN,DOANH THU THUẢN,2.001.279.120.769,1.607.039.514.911,2001279120769.0,1607039514911.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán nguyên liệu, thành phẩm và hàng hóa","Trong đó: > Doanh thu bán nguyên liệu, thành phẩm và hàng hóa","Doanh thu bán nguyên liệu, thành phẩm và hàng hóa",1.573.038.941.077,1.388.089.244.276,1573038941077.0,1388089244276.0
"Doanh thu hợp đồng thí công, lắp đặt","Trong đó: > Doanh thu hợp đồng thí công, lắp đặt","Doanh thu hợp đồng thí công, lắp đặt",337.377.629.618,169.090.432.057,337377629618.0,169090432057.0
Doanh thu bán rừng,Trong đó: > Doanh thu bán rừng,Doanh thu bán rừng,74.822.611.114,32.323.400.000,74822611114.0,32323400000.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,16.039.938.960,17.536.438.578,16039938960.0,17536438578.0
