row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Phải thu các bên khác,Phải thu các bên khác,Phải thu các bên khác,597.093.849.119,571.066.368.037,597093849119.0,571066368037.0
"- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.",64.874.410.500,64.874.410.500,64874410500.0,64874410500.0
- Pier 1 imports (U.S.) Inl,- Pier 1 imports (U.S.) Inl,- Pier 1 imports (U.S.) Inl,56.538.863.457,56.538.863.457,56538863457.0,56538863457.0
- GME - Sanitaires Et Materiaux - Lapeyre,- GME - Sanitaires Et Materiaux - Lapeyre,- GME - Sanitaires Et Materiaux - Lapeyre,53.068.668.227,53.068.668.227,53068668227.0,53068668227.0
- Công ty Cổ phần Vinhomes,- Công ty Cổ phần Vinhomes,- Công ty Cổ phần Vinhomes,16.522.821.320,32.964.599.000,16522821320.0,32964599000.0
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,406.089.085.615,363.619.826.853,406089085615.0,363619826853.0
Phải thu các bên khác (TM số 32),Phải thu các bên khác (TM số 32),Phải thu các bên khác (TM số 32),104.596.113.291,-,104596113291.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,701.689.962.410,571.066.368.037,701689962410.0,571066368037.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,(317.188.725.067),(316.353.792.393),-317188725067.0,-316353792393.0
GIẢ TRỊ THUẢN,GIẢ TRỊ THUẢN,GIẢ TRỊ THUẢN,384.501.237.343,254.712.575.644,384501237343.0,254712575644.0
