row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bản hàng,Chi phí bản hàng,Chi phí bản hàng,156.942.769.660,148.426.035.871,156942769660.0,148426035871.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,71.019.896.489,74.529.003.369,71019896489.0,74529003369.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,62.118.191.858,60.802.540.184,62118191858.0,60802540184.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",3.852.270.324,2.284.590.954,3852270324.0,2284590954.0
Chi phí khấu hao và hao món,Chi phí khấu hao và hao món,Chi phí khấu hao và hao món,2.131.102.486,3.667.895.646,2131102486.0,3667895646.0
Chi phí khác,Chi phí khác,Chi phí khác,17.821.308.503,7.142.005.718,17821308503.0,7142005718.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,117.135.333.153,139.907.428.420,117135333153.0,139907428420.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,55.189.160.794,53.068.274.788,55189160794.0,53068274788.0
Chi phí khấu hao và hao món(bao gồm phần bổ lợi thế thương mại),Chi phí khấu hao và hao món(bao gồm phần bổ lợi thế thương mại),Chi phí khấu hao và hao món(bao gồm phần bổ lợi thế thương mại),23.962.132.646,15.703.277.375,23962132646.0,15703277375.0
Chi phí đi thuê,Chi phí đi thuê,Chi phí đi thuê,18.697.884.664,10.597.107.157,18697884664.0,10597107157.0
(Hoàn nhập dự phòng) dự phòng phải thu khó đòi,(Hoàn nhập dự phòng) dự phòng phải thu khó đòi,(Hoàn nhập dự phòng) dự phòng phải thu khó đòi,(1.293.511.884),39.104.198.026,-1293511884.0,39104198026.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,12.835.734.975,13.553.697.682,12835734975.0,13553697682.0
Chi phí khác,Chi phí khác,Chi phí khác,7.743.931.958,7.880.873.392,7743931958.0,7880873392.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,274.078.102.813,288.333.464.291,274078102813.0,288333464291.0
