row_label_raw,row_label_full,col_0,col_1,VND,VND_1,numeric__col_1,numeric__VND,numeric__VND_1
,,,,Năm nay,Năm trước,,,
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,(447.367.013.821),(408.262.815.795),,-447367013821.0,-408262815795.0
Cộng:,Cộng:,Cộng:,Dự phòng trích lập trong năm,(15.949.296.974),(42.323.645.520),,-15949296974.0,-42323645520.0
Trừ:,Trừ:,Trừ:,"Xóa số, hoàn nhập dự phòng trong năm",21.873.497.256,3.219.447.494,,21873497256.0,3219447494.0
Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,(441.442.813.539),(447.367.013.821),,-441442813539.0,-447367013821.0
