row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,I. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng (lỗ) lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn (bao gồmphân bổ lợi thể thương mại)Hoàn nhập các khoản dự phòngLỗ (lãi) chênh lệch tỷ giá hồi đoáiLãi từ hoạt động đầu tưChỉ phí lãi vay,3027,(82.089.825)70.068.277.395(85.627.304.591)931.830.276(9.039.140.998)63.086.921.928,1.692.755.93453.627.944.617(164.128.863.898)(981.134.596)(18.018.837.140)55.503.187.577,,3027.0,,
02,02,02,I. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng (lỗ) lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn (bao gồmphân bổ lợi thể thương mại)Hoàn nhập các khoản dự phòngLỗ (lãi) chênh lệch tỷ giá hồi đoáiLãi từ hoạt động đầu tưChỉ phí lãi vay,3027,(82.089.825)70.068.277.395(85.627.304.591)931.830.276(9.039.140.998)63.086.921.928,1.692.755.93453.627.944.617(164.128.863.898)(981.134.596)(18.018.837.140)55.503.187.577,,3027.0,,
03,03,03,I. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng (lỗ) lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn (bao gồmphân bổ lợi thể thương mại)Hoàn nhập các khoản dự phòngLỗ (lãi) chênh lệch tỷ giá hồi đoáiLãi từ hoạt động đầu tưChỉ phí lãi vay,3027,(82.089.825)70.068.277.395(85.627.304.591)931.830.276(9.039.140.998)63.086.921.928,1.692.755.93453.627.944.617(164.128.863.898)(981.134.596)(18.018.837.140)55.503.187.577,,3027.0,,
04,04,04,I. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng (lỗ) lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn (bao gồmphân bổ lợi thể thương mại)Hoàn nhập các khoản dự phòngLỗ (lãi) chênh lệch tỷ giá hồi đoáiLãi từ hoạt động đầu tưChỉ phí lãi vay,3027,(82.089.825)70.068.277.395(85.627.304.591)931.830.276(9.039.140.998)63.086.921.928,1.692.755.93453.627.944.617(164.128.863.898)(981.134.596)(18.018.837.140)55.503.187.577,,3027.0,,
05,05,05,I. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng (lỗ) lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn (bao gồmphân bổ lợi thể thương mại)Hoàn nhập các khoản dự phòngLỗ (lãi) chênh lệch tỷ giá hồi đoáiLãi từ hoạt động đầu tưChỉ phí lãi vay,3027,(82.089.825)70.068.277.395(85.627.304.591)931.830.276(9.039.140.998)63.086.921.928,1.692.755.93453.627.944.617(164.128.863.898)(981.134.596)(18.018.837.140)55.503.187.577,,3027.0,,
06,06,06,I. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng (lỗ) lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn (bao gồmphân bổ lợi thể thương mại)Hoàn nhập các khoản dự phòngLỗ (lãi) chênh lệch tỷ giá hồi đoáiLãi từ hoạt động đầu tưChỉ phí lãi vay,3027,(82.089.825)70.068.277.395(85.627.304.591)931.830.276(9.039.140.998)63.086.921.928,1.692.755.93453.627.944.617(164.128.863.898)(981.134.596)(18.018.837.140)55.503.187.577,,3027.0,,
08,08,08,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoTăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,19,39.338.494.185(207.763.502.329)338.474.661.685136.697.175.271(13.943.369.891)(39.608.548.101)(183.408.265),(72.304.947.506)(258.994.431.561)54.213.608.757186.320.394.924(39.836.459.139)(121.851.754.002)(468.451.380),,19.0,,
09,09,09,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoTăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,19,39.338.494.185(207.763.502.329)338.474.661.685136.697.175.271(13.943.369.891)(39.608.548.101)(183.408.265),(72.304.947.506)(258.994.431.561)54.213.608.757186.320.394.924(39.836.459.139)(121.851.754.002)(468.451.380),,19.0,,
10,10,10,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoTăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,19,39.338.494.185(207.763.502.329)338.474.661.685136.697.175.271(13.943.369.891)(39.608.548.101)(183.408.265),(72.304.947.506)(258.994.431.561)54.213.608.757186.320.394.924(39.836.459.139)(121.851.754.002)(468.451.380),,19.0,,
11,11,11,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoTăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,19,39.338.494.185(207.763.502.329)338.474.661.685136.697.175.271(13.943.369.891)(39.608.548.101)(183.408.265),(72.304.947.506)(258.994.431.561)54.213.608.757186.320.394.924(39.836.459.139)(121.851.754.002)(468.451.380),,19.0,,
12,12,12,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoTăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,19,39.338.494.185(207.763.502.329)338.474.661.685136.697.175.271(13.943.369.891)(39.608.548.101)(183.408.265),(72.304.947.506)(258.994.431.561)54.213.608.757186.320.394.924(39.836.459.139)(121.851.754.002)(468.451.380),,19.0,,
14,14,14,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoTăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,19,39.338.494.185(207.763.502.329)338.474.661.685136.697.175.271(13.943.369.891)(39.608.548.101)(183.408.265),(72.304.947.506)(258.994.431.561)54.213.608.757186.320.394.924(39.836.459.139)(121.851.754.002)(468.451.380),,19.0,,
