row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,32.143.884.331,39.411.060.628,32143884331.0,39411060628.0
Xóa số công nợ,Xóa số công nợ,Xóa số công nợ,26.395.364.928,25.954.919.573,26395364928.0,25954919573.0
Thanh lý tài sản và bán phế liệu,Thanh lý tài sản và bán phế liệu,Thanh lý tài sản và bán phế liệu,2.023.059.247,10.693.797.787,2023059247.0,10693797787.0
"Các khoản phạt, bồi thường","Các khoản phạt, bồi thường","Các khoản phạt, bồi thường",1.428.737.696,817.244.888,1428737696.0,817244888.0
Khác,Khác,Khác,2.296.722.460,1.945.098.380,2296722460.0,1945098380.0
Chi phí khác,Chi phí khác,Chi phí khác,(13.577.446.485),(17.656.548.108),-13577446485.0,-17656548108.0
Chi phí phạt,Chi phí phạt,Chi phí phạt,(8.824.173.244),(9.041.575.948),-8824173244.0,-9041575948.0
Xóa số và thanh lý tài sản cố định,Xóa số và thanh lý tài sản cố định,Xóa số và thanh lý tài sản cố định,(1.604.099.146),(1.036.432.964),-1604099146.0,-1036432964.0
Khác,Khác,Khác,(3.149.174.095),(7.578.539.196),-3149174095.0,-7578539196.0
LQI NHUẠN KHÁC,LQI NHUẠN KHÁC,LQI NHUẠN KHÁC,18.566.437.846,21.754.512.520,18566437846.0,21754512520.0
