row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,254.088.756.078,(10.918.542),598.382.717.358,(54.621.992.731),254088756078.0,-10918542.0,598382717358.0,-54621992731.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",2.299.200.412,(66.351.198),2.946.168.857,(72.774.586),2299200412.0,-66351198.0,2946168857.0,-72774586.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,386.423.287.105,(139.080.729.573),333.406.538.585,(149.122.384.255),386423287105.0,-139080729573.0,333406538585.0,-149122384255.0
- Chi phí dở dang hàng sản xuất,- Chi phí dở dang hàng sản xuất,- Chi phí dở dang hàng sản xuất,363.295.961.450,(139.080.729.573),256.361.867.268,(143.883.536.288),363295961450.0,-139080729573.0,256361867268.0,-143883536288.0
- Chi phí dở dang công trình lắp đặt,- Chi phí dở dang công trình lắp đặt,- Chi phí dở dang công trình lắp đặt,12.919.758.161,-,69.316.700.123,(5.238.847.967),12919758161.0,,69316700123.0,-5238847967.0
- Chi phí trống rừng,- Chi phí trống rừng,- Chi phí trống rừng,10.207.567.494,-,7.727.971.194,-,10207567494.0,,7727971194.0,
Thành phẩm,Thành phẩm,Thành phẩm,172.627.081.048,(1.226.961.297),217.465.716.947,(20.500.551.745),172627081048.0,-1226961297.0,217465716947.0,-20500551745.0
Hàng hóa,Hàng hóa,Hàng hóa,4.024.328.060,-,5.736.172.641,(34.400.000),4024328060.0,,5736172641.0,-34400000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,819.462.652.703,(140.384.960.610),1.157.937.314.388,(224.352.103.317),819462652703.0,-140384960610.0,1157937314388.0,-224352103317.0
