row_label_raw,row_label_full,Ông Nguyễn Văn Hội,Chủ tịch,numeric__Chủ tịch
Ông Bùi Ngọc Dương,Ông Bùi Ngọc Dương,Ông Bùi Ngọc Dương,Thành viên,
Ông Hà Đồng,Ông Hà Đồng,Ông Hà Đồng,Thành viên,
Ông Khương Lê Thành,Ông Khương Lê Thành,Ông Khương Lê Thành,Thành viên,
Ông Hạng Anh Minh,Ông Hạng Anh Minh,Ông Hạng Anh Minh,Thành viên độc lập (Bố nhiệm ngày 13 tháng 4 năm 2023),
Ông Nguyễn Bá Phước,Ông Nguyễn Bá Phước,Ông Nguyễn Bá Phước,Thành viên độc lập (Miễn nhiệm ngày 01 tháng 5 năm 2023),
Ông Nguyễn Hải Âu,Ông Nguyễn Hải Âu,Ông Nguyễn Hải Âu,Thành viên độc lập (Miễn nhiệm ngày 01 tháng 5 năm 2023),
