row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,24,147.381.684.099.848,167.057.872.122.547,,1.0,24.0,147381684099848.0,167057872122547.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,24,-,3.109.915.557,,2.0,24.0,,3109915557.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,24,147.381.684.099.848,167.054.762.206.990,,10.0,24.0,147381684099848.0,167054762206990.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,25,137.565.521.429.176,150.890.770.221.298,,11.0,25.0,137565521429176.0,150890770221298.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,9.816.162.670.672,16.163.991.985.692,,20.0,,9816162670672.0,16163991985692.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,27,2.651.918.583.330,1.755.581.121.291,,21.0,27.0,2651918583330.0,1755581121291.0
7.,7.,7.,Chi phí tài chính,22,28,1.054.716.953.170,822.386.536.282,,22.0,28.0,1054716953170.0,822386536282.0
,,,- Trong đó: Chi phí lãi vay,23,,226.783.783.403,194.601.869.302,,23.0,,226783783403.0,194601869302.0
8.,8.,8.,Chi phí bán hàng,25,29,1.027.620.437.609,914.030.757.052,,25.0,29.0,1027620437609.0,914030757052.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,29,623.719.877.748,516.388.410.565,,26.0,29.0,623719877748.0,516388410565.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,9.762.023.985.475,15.666.767.403.084,,30.0,,9762023985475.0,15666767403084.0
11.,11.,11.,Thu nhập khác,31,30,39.634.745.757,84.576.579.292,,31.0,30.0,39634745757.0,84576579292.0
12.,12.,12.,Chi phí khác,32,,1.159.349.678,844.312.465,,32.0,,1159349678.0,844312465.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,38.475.396.079,83.732.266.827,,40.0,,38475396079.0,83732266827.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,9.800.499.381.554,15.750.499.669.911,,50.0,,9800499381554.0,15750499669911.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,1.035.572.057.866,888.185.147.639,,51.0,31.0,1035572057866.0,888185147639.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,31,9.812.854.060,26.073.727.243,,52.0,31.0,9812854060.0,26073727243.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,8.755.114.469.628,14.836.240.795.029,,60.0,,8755114469628.0,14836240795029.0
