row_label_raw,row_label_full,Đầu tư nằm giữ đến ngày đáo hạn,Số cuối năm > Giá gốc,Số cuối năm > VNDGiá trị ghi số,Số đầu năm > Giá gốc,Số đầu năm > VNDGiá trị ghi số,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > VNDGiá trị ghi số,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > VNDGiá trị ghi số
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,21.052.000.000.000,21.052.000.000.000,2.102.000.000.000,2.102.000.000.000,21052000000000.0,21052000000000.0,2102000000000.0,2102000000000.0
,,,21.052.000.000.000,21.052.000.000.000,2.102.000.000.000,2.102.000.000.000,21052000000000.0,21052000000000.0,2102000000000.0,2102000000000.0
